CREDIT,TERM,FST_PAYMENT,ID_CLIENT
8442.0,5,938.0,106804468
5650.0,6,630.0,106804469
8991.0,9,0.0,106804470
18900.0,10,2100.0,106804471
3906.0,6,500.0,106804472
7452.4,6,1900.0,106804473
7319.0,6,1292.0,106804474
20700.0,10,3000.0,106804475
3280.0,6,3000.0,106804476
4947.0,6,873.0,106804477
9621.0,6,1069.0,106804478
37752.0,6,5148.0,106804479
16720.0,6,2000.0,106804480
4950.0,4,2000.0,106804481
11230.0,4,3000.0,106804482
16190.0,4,1800.0,106804483
10000.0,3,5670.0,106804484
7800.0,5,15000.0,106804485
3890.0,6,700.0,106804486
5020.0,3,15000.0,106804487
9050.0,4,12000.0,106804488
27000.0,10,3000.0,106804489
18984.0,5,1912.0,106804490
4250.0,6,4000.0,106804491
2881.0,6,509.0,106804492
34804.0,6,4746.0,106804493
6898.0,12,2000.0,106804494
5970.0,3,5000.0,106804495
14611.0,5,769.0,106804496
19590.0,8,7000.0,106804497
3590.0,4,1000.0,106804498
22072.0,6,8008.0,106804499
8132.0,5,2239.0,106804500
27356.0,12,4000.0,106804501
3500.0,6,1000.0,106804502
16680.0,3,5320.0,106804503
3034.0,5,535.0,106804504
6690.0,3,2000.0,106804505
6990.0,6,6000.0,106804506
2090.0,6,0.0,106804507
7080.0,6,1000.0,106804508
7380.0,6,1302.0,106804509
5695.0,6,1005.0,106804510
9100.0,4,6000.0,106804511
7360.0,9,1000.0,106804512
4430.0,5,500.0,106804513
12500.0,4,1457.0,106804514
5694.0,12,1005.0,106804515
17990.0,6,3000.0,106804516
3690.0,9,410.0,106804517
13120.0,6,13650.0,106804518
30471.0,6,4000.0,106804519
5500.0,6,1000.0,106804520
43515.0,5,30000.0,106804521
83106.0,6,20000.0,106804522
9000.0,6,1100.0,106804523
4520.0,6,1150.0,106804524
21550.0,8,5000.0,106804525
6750.0,6,750.0,106804526
20690.0,12,2300.0,106804527
5000.0,3,7500.0,106804528
6600.0,6,1170.0,106804529
5390.0,3,600.0,106804530
9750.0,4,16000.0,106804531
2889.0,3,1500.0,106804532
29700.0,12,3300.0,106804533
2890.0,4,510.0,106804534
29615.0,12,5226.9,106804535
5740.0,6,500.0,106804536
4673.0,5,150.0,106804537
5490.0,6,4500.0,106804538
11590.0,6,1300.0,106804539
35530.0,12,5000.0,106804540
5436.0,6,4000.0,106804541
3350.0,4,1000.0,106804542
3690.0,6,410.0,106804543
6990.0,3,6000.0,106804544
8880.0,6,0.0,106804545
11727.0,6,1303.0,106804546
32800.0,3,3700.0,106804547
13920.0,10,5000.0,106804548
24330.0,6,10000.0,106804549
12999.0,6,2000.0,106804550
37880.0,3,4300.0,106804551
16730.0,6,4200.0,106804552
40000.0,8,12300.0,106804553
17466.0,5,1759.0,106804554
6800.0,4,4000.0,106804555
6100.0,12,1000.0,106804556
4888.0,6,862.0,106804557
18643.0,5,1877.0,106804558
7900.0,6,500.0,106804559
20000.0,8,3484.0,106804560
13990.0,5,6000.0,106804561
9850.0,4,1100.0,106804562
4000.0,6,1055.0,106804563
12650.0,10,3000.0,106804564
3196.0,5,2131.0,106804565
13598.0,6,1600.0,106804566
13000.0,6,4000.0,106804567
11680.0,6,1300.0,106804568
41100.0,12,0.0,106804569
10530.0,10,1170.0,106804570
6299.0,6,1200.0,106804571
5750.0,6,640.0,106804572
7500.0,6,2000.0,106804573
3600.0,3,4000.0,106804574
5870.0,3,4330.0,106804575
9700.0,6,10000.0,106804576
11786.85,5,1309.65,106804577
4700.0,3,6000.0,106804578
10590.0,12,6000.0,106804579
14400.0,3,6000.0,106804580
12557.0,6,4000.0,106804581
3550.0,4,1000.0,106804582
2872.0,6,718.0,106804583
6990.0,3,6000.0,106804584
24423.0,5,10467.0,106804585
5000.0,12,560.0,106804586
5590.0,5,1000.0,106804587
15450.0,6,4000.0,106804588
5190.0,6,600.0,106804589
10880.0,7,4000.0,106804590
8890.0,3,10000.0,106804591
3000.0,3,5500.0,106804592
7600.0,6,1500.0,106804593
12300.0,6,2000.0,106804594
4983.0,6,700.0,106804595
7490.0,6,3000.0,106804596
6740.0,6,750.0,106804597
28110.0,5,4000.0,106804598
14450.0,12,2000.0,106804599
15650.0,6,15000.0,106804600
33978.63,6,9664.0,106804601
10000.0,10,1670.0,106804602
10650.0,6,1950.0,106804603
8055.0,10,895.0,106804604
17960.0,3,10000.0,106804605
22969.0,4,13670.0,106804606
13351.0,3,5722.21,106804607
50929.82,18,6000.0,106804608
7454.0,3,5000.0,106804609
18230.0,7,3000.0,106804610
4845.0,6,855.0,106804611
6720.0,6,800.0,106804612
12396.0,6,2200.0,106804613
7250.0,4,1300.0,106804614
4922.0,4,550.0,106804615
21771.0,6,2419.0,106804616
11754.0,6,7836.0,106804617
15824.0,5,6782.0,106804618
5940.0,5,660.0,106804619
31580.0,6,10000.0,106804620
38250.0,5,10000.0,106804621
2690.0,3,1000.0,106804622
10890.0,3,2000.0,106804623
5602.0,5,988.0,106804624
22499.0,6,2500.0,106804625
7790.0,8,2000.0,106804626
2572.0,4,304.0,106804627
20320.0,6,3000.0,106804628
4458.0,3,1200.0,106804629
19520.0,6,1000.0,106804630
14690.0,6,2000.0,106804631
2704.0,12,301.0,106804632
3990.0,5,1000.0,106804633
4293.0,3,757.0,106804634
13952.73,6,3489.0,106804635
7830.0,4,870.0,106804636
5445.0,6,605.0,106804637
4070.0,3,0.0,106804638
4720.0,3,4500.0,106804639
14860.0,6,3000.0,106804640
8700.0,3,1000.0,106804641
3023.58,6,2000.0,106804642
9990.0,4,2000.0,106804643
5000.0,6,800.0,106804644
9990.0,6,3000.0,106804645
12530.0,5,660.0,106804646
13390.0,4,1500.0,106804647
5090.0,3,1000.0,106804648
3699.0,6,500.0,106804649
3731.0,4,658.0,106804650
11500.0,12,1300.0,106804651
4150.0,3,500.0,106804652
12537.0,6,5373.0,106804653
6000.0,6,3740.0,106804654
10987.0,6,1300.0,106804655
25050.0,6,3000.0,106804656
39327.2,12,4370.0,106804657
4230.0,3,1060.0,106804658
17995.0,12,4053.0,106804659
2600.0,4,1000.0,106804660
5000.0,3,1930.0,106804661
40410.0,5,4490.0,106804662
3000.0,3,3150.0,106804663
2724.0,3,300.0,106804664
3990.0,6,4000.0,106804665
12250.0,10,3200.0,106804666
17940.0,6,2000.0,106804667
4208.0,3,0.0,106804668
4140.0,4,1200.0,106804669
9100.0,6,7000.0,106804670
2650.0,4,500.0,106804671
7872.0,3,900.0,106804672
2065.5,5,229.5,106804673
5000.0,10,1840.0,106804674
13490.0,10,1500.0,106804675
5490.0,12,1500.0,106804676
3639.0,6,1500.0,106804677
7370.0,12,230.0,106804678
3960.0,10,440.0,106804679
2400.0,3,500.0,106804680
8499.0,6,1000.0,106804681
12700.0,12,1500.0,106804682
14996.0,12,464.0,106804683
13450.0,10,450.0,106804684
5340.0,12,950.0,106804685
21473.0,12,2940.0,106804686
5670.0,9,630.0,106804687
19000.0,12,3000.0,106804688
21237.0,10,2360.0,106804689
19600.0,12,2000.0,106804690
19750.0,12,3000.0,106804691
5450.0,6,5450.0,106804692
8195.0,12,920.0,106804693
27518.0,10,3060.0,106804694
15780.0,10,1760.0,106804695
4680.0,6,520.0,106804696
7625.0,12,900.0,106804697
7472.0,6,1318.0,106804698
22962.0,10,9411.0,106804699
12600.0,12,1400.0,106804700
3604.0,10,636.0,106804701
8000.0,12,2000.0,106804702
11670.0,10,3000.0,106804703
11600.0,12,3000.0,106804704
5990.0,9,3000.0,106804705
8369.0,10,930.0,106804706
24000.0,12,3500.0,106804707
31000.0,6,10000.0,106804708
21080.0,12,3720.0,106804709
60888.0,36,60432.0,106804710
11589.0,10,1300.92,106804711
14387.0,12,1700.0,106804712
18260.0,12,700.0,106804713
24110.0,12,3500.0,106804714
16470.0,24,1829.0,106804715
4891.0,6,1000.0,106804716
7366.0,10,554.0,106804717
4995.0,6,905.0,106804718
15000.0,6,2200.0,106804719
13990.0,10,1600.0,106804720
29198.0,12,3300.0,106804721
14990.95,6,10000.0,106804722
22139.0,12,3907.0,106804723
35669.0,18,3970.0,106804724
7990.0,6,3000.0,106804725
8917.0,12,1573.0,106804726
34766.0,6,0.0,106804727
55000.0,9,20000.0,106804728
4495.0,8,500.0,106804729
18600.0,12,3391.0,106804730
3390.0,12,850.0,106804731
6757.0,9,1200.0,106804732
13090.0,12,3000.0,106804733
4923.0,6,550.0,106804734
8690.0,9,1550.0,106804735
6785.0,10,210.0,106804736
40110.0,12,1300.0,106804737
8780.0,12,3000.0,106804738
17100.0,10,2000.0,106804739
13435.0,6,415.0,106804740
9595.0,10,1100.0,106804741
7514.0,12,1326.0,106804742
4408.0,9,780.0,106804743
4169.0,6,130.0,106804744
10490.0,6,4000.0,106804745
10570.0,6,1200.0,106804746
9000.0,6,1100.0,106804747
19895.0,12,616.0,106804748
9899.92,10,1110.0,106804749
19150.0,11,15000.0,106804750
41125.88,24,4600.0,106804751
40970.0,10,7230.0,106804752
25520.0,10,10000.0,106804753
10080.0,6,1800.0,106804754
17451.0,10,1939.0,106804755
7459.6,6,850.0,106804756
50177.0,12,5580.0,106804757
25625.0,12,15000.0,106804758
28016.0,12,4500.0,106804759
17170.0,10,3030.0,106804760
13700.0,12,1600.0,106804761
17531.0,10,7185.0,106804762
21062.0,10,2800.0,106804763
12366.0,12,1374.0,106804764
25632.0,10,2848.0,106804765
6090.0,6,700.0,106804766
84000.0,24,5000.0,106804767
20280.0,10,10000.0,106804768
20000.0,6,6500.0,106804769
23060.0,10,4000.0,106804770
16880.91,10,2000.0,106804771
29680.0,10,3300.0,106804772
10990.0,10,1500.0,106804773
21150.0,12,2350.0,106804774
20000.0,12,4100.0,106804775
23625.0,12,2625.0,106804776
7439.0,12,0.0,106804777
21180.0,12,3000.0,106804778
22561.0,12,698.0,106804779
17500.0,11,3000.0,106804780
11897.0,12,8164.0,106804781
8960.0,6,1000.0,106804782
10585.0,10,3935.0,106804783
20000.0,12,3400.0,106804784
17380.0,12,2000.0,106804785
10431.0,10,1159.0,106804786
5080.0,6,900.0,106804787
23784.0,12,736.0,106804788
19360.0,9,5000.0,106804789
24300.0,12,0.0,106804790
19650.0,12,5850.0,106804791
12560.01,9,1400.0,106804792
5772.0,6,1018.0,106804793
62000.0,12,10000.0,106804794
16400.0,10,1000.0,106804795
8590.0,10,2000.0,106804796
15240.0,10,1700.0,106804797
12599.0,10,2300.0,106804798
7448.0,6,1000.0,106804799
18450.0,12,4650.0,106804800
9910.0,6,8000.0,106804801
92951.0,12,20000.0,106804802
11700.0,6,1300.0,106804803
19627.0,12,3463.0,106804804
18630.0,12,2070.0,106804805
13905.0,12,1545.0,106804806
15600.0,8,2000.0,106804807
50970.0,12,6000.0,106804808
11639.0,9,12000.0,106804809
3080.0,10,400.0,106804810
15599.0,8,5000.0,106804811
18740.5,6,3500.0,106804812
13490.2,12,1500.0,106804813
9000.0,9,3000.0,106804814
8398.0,6,1482.0,106804815
31200.0,12,3500.0,106804816
26450.0,12,3000.0,106804817
4099.9,6,500.0,106804818
15496.0,10,3874.0,106804819
10714.0,10,1290.0,106804820
24700.0,12,6160.0,106804821
23100.0,10,8000.0,106804822
9416.0,12,4000.0,106804823
20059.0,6,2300.0,106804824
6550.0,12,730.0,106804825
24550.0,6,4500.0,106804826
18200.0,6,9800.0,106804827
18361.0,10,5000.0,106804828
5297.0,10,600.0,106804829
20699.1,10,2299.9,106804830
16840.0,12,1900.0,106804831
10260.0,12,1150.0,106804832
4950.0,11,550.0,106804833
9800.0,10,1800.0,106804834
13700.0,6,10000.0,106804835
22905.0,10,2550.0,106804836
26960.0,10,4800.0,106804837
7800.0,10,1000.0,106804838
13999.0,6,8000.0,106804839
7876.0,8,2200.0,106804840
16743.0,12,3000.0,106804841
12393.0,12,1500.0,106804842
17091.9,10,1899.1,106804843
21300.0,24,2400.0,106804844
5661.0,10,629.0,106804845
9590.0,12,2000.0,106804846
4703.0,12,530.0,106804847
3553.0,6,627.0,106804848
8190.0,6,3000.0,106804849
19800.0,12,2200.0,106804850
17098.2,10,1899.8,106804851
8100.0,6,1900.0,106804852
5210.0,10,580.0,106804853
9053.0,6,1597.0,106804854
24300.0,14,2700.0,106804855
4741.0,6,2000.0,106804856
7547.2,6,4000.0,106804857
14800.0,6,1740.0,106804858
27450.0,7,3050.0,106804859
12810.0,10,1430.0,106804860
13227.7,18,1500.0,106804861
19600.0,6,3000.0,106804862
6556.0,10,750.0,106804863
3063.0,6,541.0,106804864
5550.0,6,1000.0,106804865
17950.0,12,2000.0,106804866
25749.0,10,2000.0,106804867
18630.0,12,2070.0,106804868
18425.0,11,3252.0,106804869
8010.0,12,891.0,106804870
15844.0,10,2796.0,106804871
21750.0,6,2420.0,106804872
12189.0,10,2151.0,106804873
9774.0,8,1725.0,106804874
15790.0,12,1760.0,106804875
20939.0,6,2300.0,106804876
21390.0,6,15000.0,106804877
20499.0,12,2500.0,106804878
12340.0,8,4000.0,106804879
11800.0,12,1000.0,106804880
22900.0,12,2600.0,106804881
6367.0,6,1123.0,106804882
7430.0,10,900.0,106804883
5740.0,6,2500.0,106804884
4990.0,9,1000.0,106804885
17640.0,6,1970.0,106804886
11698.0,9,3000.0,106804887
21420.0,6,2380.0,106804888
13191.0,10,2328.0,106804889
16200.0,6,4000.0,106804890
6600.0,6,1060.0,106804891
7490.0,6,6500.0,106804892
30150.0,10,3350.0,106804893
15319.0,6,9480.0,106804894
11725.0,6,1400.0,106804895
76730.0,24,10270.0,106804896
23760.0,10,2640.0,106804897
17842.0,9,1343.0,106804898
9650.0,6,1100.0,106804899
6900.0,12,770.0,106804900
9004.0,12,2300.0,106804901
17500.0,10,4000.0,106804902
15034.0,9,1671.0,106804903
16990.0,10,3000.0,106804904
13985.0,12,500.0,106804905
4820.0,6,4500.0,106804906
26650.0,7,7000.0,106804907
11583.0,6,1287.0,106804908
17460.0,12,1940.0,106804909
12950.0,8,2000.0,106804910
6880.0,6,4000.0,106804911
16800.0,6,6000.0,106804912
32100.0,12,4000.0,106804913
21400.0,12,2500.0,106804914
6163.0,8,1087.0,106804915
4504.0,6,795.0,106804916
20464.0,12,633.0,106804917
3904.3,10,450.0,106804918
13009.0,12,4000.0,106804919
6790.0,8,210.0,106804920
17962.0,10,5000.0,106804921
35770.0,10,4000.0,106804922
100000.0,12,38800.0,106804923
19991.0,12,5100.0,106804924
13590.0,6,3000.0,106804925
9890.0,10,2000.0,106804926
20520.0,12,4000.0,106804927
27880.0,12,3100.0,106804928
13999.0,10,2000.0,106804929
17610.0,18,1960.0,106804930
14850.0,12,5000.0,106804931
42689.0,36,4750.0,106804932
12800.0,8,1500.0,106804933
27000.0,12,3000.0,106804934
14599.0,6,1760.0,106804935
21100.0,12,5000.0,106804936
8543.0,12,1507.0,106804937
31910.0,12,3600.0,106804938
11488.0,6,3000.0,106804939
19700.0,12,10000.0,106804940
7648.0,6,3300.0,106804941
24552.0,6,6138.0,106804942
30590.0,10,3400.0,106804943
21498.0,12,2500.0,106804944
5580.0,6,620.0,106804945
6460.0,6,1140.0,106804946
7590.31,6,9699.69,106804947
4320.0,6,480.0,106804948
7180.9,6,5000.0,106804949
24550.0,10,2800.0,106804950
4767.0,10,530.0,106804951
17622.0,12,1958.0,106804952
12330.0,10,1670.0,106804953
26650.0,10,5000.0,106804954
15210.0,6,1690.0,106804955
4867.0,6,541.0,106804956
22488.0,9,2499.0,106804957
5755.0,9,1015.0,106804958
7140.0,10,795.0,106804959
9050.0,6,1050.0,106804960
19790.0,9,3000.0,106804961
20000.0,12,5150.0,106804962
7249.0,6,2000.0,106804963
5430.0,6,3300.0,106804964
9789.0,10,1100.0,106804965
5930.0,12,1050.0,106804966
11590.0,12,400.0,106804967
14219.0,8,1580.0,106804968
15400.0,6,1750.0,106804969
10248.2,9,3073.8,106804970
12200.0,6,2000.0,106804971
34999.0,12,9000.0,106804972
11250.0,9,3500.0,106804973
5490.0,6,1000.0,106804974
12130.0,10,1350.0,106804975
39980.0,12,5000.0,106804976
6970.0,10,800.0,106804977
24580.0,12,3000.0,106804978
9158.0,6,1132.0,106804979
13950.0,6,1550.0,106804980
24120.0,12,5000.0,106804981
11669.0,8,1821.0,106804982
15033.0,6,6957.0,106804983
10980.0,12,1220.0,106804984
17538.0,6,5000.0,106804985
3359.0,6,400.2,106804986
9620.0,12,8000.0,106804987
12750.0,6,0.0,106804988
21021.9,12,15000.0,106804989
28208.0,12,3846.0,106804990
77000.0,24,10051.0,106804991
12209.5,6,1400.0,106804992
13891.5,5,1543.5,106804993
3720.0,10,1000.0,106804994
6116.0,6,700.0,106804995
22756.0,6,704.0,106804996
11286.0,6,1254.0,106804997
22000.0,12,1000.0,106804998
18880.0,6,2100.0,106804999
7709.0,6,1361.0,106805000
4420.0,12,500.0,106805001
8780.0,9,1500.0,106805002
6883.0,7,1215.0,106805003
6620.0,10,2840.0,106805004
12835.0,10,2265.0,106805005
14300.0,6,5000.0,106805006
28790.0,10,3200.0,106805007
13400.0,12,2015.0,106805008
8910.0,6,990.0,106805009
8730.0,6,1550.0,106805010
3510.0,6,3500.0,106805011
11200.0,12,1250.0,106805012
35700.0,10,6300.0,106805013
87880.0,24,50120.0,106805014
13250.0,10,5000.0,106805015
3760.0,6,500.0,106805016
11620.0,10,2000.0,106805017
12100.0,10,1400.0,106805018
20753.0,24,3670.0,106805019
24650.0,10,6000.0,106805020
9300.0,9,1112.0,106805021
11680.0,10,1300.0,106805022
9990.0,6,2000.0,106805023
19301.0,6,5000.0,106805024
16065.0,12,2835.0,106805025
28338.0,8,5000.91,106805026
13785.0,12,13500.0,106805027
14724.0,12,456.0,106805028
5773.0,6,642.0,106805029
6100.0,6,5000.0,106805030
10428.0,12,1200.0,106805031
13615.0,10,2000.0,106805032
26890.0,10,3000.0,106805033
3000.0,6,560.0,106805034
16975.0,12,525.0,106805035
5500.0,6,1000.0,106805036
20980.0,10,5000.0,106805037
6672.0,12,1178.0,106805038
7488.0,7,832.0,106805039
9809.0,9,1731.0,106805040
10528.3,6,1180.0,106805041
82700.9,12,10000.0,106805042
9450.0,6,1150.0,106805043
12400.0,10,2890.0,106805044
14521.0,10,1620.0,106805045
3590.0,6,400.0,106805046
5409.0,10,601.0,106805047
13699.0,18,1600.0,106805048
13302.0,12,3000.0,106805049
10361.0,12,1828.0,106805050
5859.0,12,651.0,106805051
15914.0,18,4000.0,106805052
12100.0,12,1500.0,106805053
14300.0,10,2000.0,106805054
15870.0,10,10000.0,106805055
32348.0,10,5000.0,106805056
13265.0,12,1474.3,106805057
15000.0,10,5700.0,106805058
44000.0,12,5000.0,106805059
4400.0,6,1100.0,106805060
5160.0,10,600.0,106805061
16440.0,12,1900.0,106805062
22293.0,6,2477.0,106805063
96860.0,12,13140.0,106805064
14765.0,6,2605.0,106805065
9680.0,6,1100.0,106805066
9080.0,6,2000.0,106805067
20768.0,12,2832.0,106805068
10530.0,9,1200.0,106805069
4789.92,6,2000.0,106805070
7100.0,6,1000.0,106805071
15480.0,10,4500.0,106805072
19591.36,12,7000.0,106805073
26315.0,12,20000.0,106805074
20317.0,10,7553.0,106805075
18130.0,6,2020.0,106805076
18200.0,6,4600.0,106805077
6834.0,10,750.0,106805078
90000.0,24,10000.0,106805079
29500.0,12,3500.0,106805080
18900.0,10,2100.0,106805081
8650.0,6,4000.0,106805082
14100.0,12,2400.0,106805083
15400.0,6,4000.0,106805084
36194.0,36,8000.0,106805085
23735.0,10,3000.0,106805086
15518.0,10,6000.0,106805087
14661.0,10,1800.0,106805088
4879.0,6,861.0,106805089
14000.0,12,2460.0,106805090
6130.0,10,1100.0,106805091
6103.0,8,1077.0,106805092
7000.0,12,1000.0,106805093
10169.0,9,1130.0,106805094
18881.0,10,2100.0,106805095
23320.0,10,730.0,106805096
14000.0,10,1653.0,106805097
14290.0,10,2000.0,106805098
6830.0,6,760.0,106805099
14625.0,6,1625.0,106805100
6480.0,10,720.0,106805101
7200.0,6,800.0,106805102
5588.0,6,1000.0,106805103
5669.0,6,630.0,106805104
4476.0,10,790.0,106805105
15247.0,12,2080.0,106805106
14947.0,6,3500.0,106805107
25250.0,36,2800.0,106805108
10630.0,12,0.0,106805109
14670.0,10,4000.0,106805110
22955.0,10,5750.0,106805111
4780.0,6,574.0,106805112
6779.0,11,1000.0,106805113
5761.9,10,1000.0,106805114
14500.0,24,15000.0,106805115
8100.0,6,10000.0,106805116
5880.0,6,2000.0,106805117
5000.0,6,1990.0,106805118
20000.0,12,4027.0,106805119
9718.0,10,1080.0,106805120
12304.0,12,5500.0,106805121
4689.0,6,2000.0,106805122
11800.0,8,2040.0,106805123
10400.0,8,4270.0,106805124
9840.0,9,8000.0,106805125
4809.0,12,849.0,106805126
3205.0,6,360.0,106805127
7190.0,12,800.0,106805128
25000.0,24,3270.0,106805129
8499.0,6,1500.0,106805130
13500.0,18,10000.0,106805131
3690.0,6,1300.0,106805132
9069.0,10,1600.0,106805133
6490.0,6,5000.0,106805134
4230.0,12,750.0,106805135
23550.0,10,20000.0,106805136
31091.0,12,4000.0,106805137
9720.0,12,1080.0,106805138
6205.0,6,1095.0,106805139
21330.0,12,2370.0,106805140
16501.0,6,1834.0,106805141
12672.0,6,1408.0,106805142
13921.52,12,1547.0,106805143
6904.0,10,5000.0,106805144
6260.0,10,700.0,106805145
10980.0,12,1220.0,106805146
31000.0,14,10000.0,106805147
4730.0,6,5000.0,106805148
6100.0,6,2000.0,106805149
13950.0,10,1550.0,106805150
18667.0,6,3294.0,106805151
22000.0,6,5000.0,106805152
12906.0,6,5532.66,106805153
6452.0,12,1138.0,106805154
8299.0,6,1500.0,106805155
16900.0,10,2500.0,106805156
6004.0,6,0.0,106805157
29052.0,12,3228.0,106805158
27736.0,12,7464.0,106805159
7735.0,6,2000.0,106805160
8033.0,8,1417.0,106805161
19854.0,9,2206.0,106805162
12650.0,6,0.0,106805163
24003.0,10,2667.0,106805164
30360.0,12,5000.0,106805165
5990.0,6,2000.0,106805166
3959.0,6,500.0,106805167
5680.0,6,650.0,106805168
30630.0,12,4000.0,106805169
6300.0,6,2000.0,106805170
16280.0,12,4000.0,106805171
6609.0,6,1000.0,106805172
7550.0,6,1000.0,106805173
11340.0,12,1260.0,106805174
13900.0,8,5000.0,106805175
13280.0,10,1500.0,106805176
9689.0,6,1710.0,106805177
5796.0,6,2000.0,106805178
8590.0,6,1000.0,106805179
12159.0,11,2000.0,106805180
8700.0,6,3000.0,106805181
23397.0,6,2600.0,106805182
6430.0,6,2000.0,106805183
28722.0,12,888.0,106805184
12290.9,6,2000.0,106805185
12000.0,10,2598.0,106805186
6088.0,10,1100.0,106805187
6297.0,6,2700.0,106805188
6630.0,6,1200.0,106805189
14700.0,10,1640.0,106805190
12580.0,12,1509.0,106805191
22230.0,10,2470.0,106805192
11672.0,6,5000.0,106805193
6990.0,6,1000.0,106805194
21800.0,12,2430.0,106805195
14725.0,10,1650.0,106805196
17360.0,12,4340.0,106805197
7640.0,6,1350.0,106805198
4950.0,6,550.0,106805199
6959.0,6,800.0,106805200
29700.0,12,3300.0,106805201
17130.0,10,2000.0,106805202
22635.0,12,2515.0,106805203
4653.0,12,517.0,106805204
65629.5,8,15000.0,106805205
15160.0,12,3790.0,106805206
22500.0,12,2500.0,106805207
26641.0,12,3000.0,106805208
4400.0,6,1400.0,106805209
5880.0,8,660.0,106805210
12559.0,12,400.0,106805211
26049.0,12,4597.0,106805212
11500.0,6,3000.0,106805213
15890.0,10,2000.0,106805214
11980.0,6,7000.0,106805215
5530.0,6,1000.0,106805216
10240.0,10,10000.0,106805217
5780.0,12,870.0,106805218
10300.0,10,1200.0,106805219
30300.0,10,10000.0,106805220
12640.0,6,5850.0,106805221
14300.0,8,2000.0,106805222
16490.0,10,2000.0,106805223
39090.0,10,5000.0,106805224
16900.0,6,10000.0,106805225
10000.0,6,3104.0,106805226
15784.0,7,15000.0,106805227
37466.0,12,7000.0,106805228
6090.0,6,2000.0,106805229
14860.0,8,5000.0,106805230
7300.0,12,2000.0,106805231
9097.0,8,1100.0,106805232
23095.0,6,6000.0,106805233
7876.0,6,2000.0,106805234
42335.0,6,5000.0,106805235
19800.0,6,2200.0,106805236
22530.0,12,3980.0,106805237
71740.0,36,39600.0,106805238
61290.0,18,6820.0,106805239
23745.0,10,4190.0,106805240
13155.0,6,10000.0,106805241
10480.0,6,1170.0,106805242
7975.0,6,2100.0,106805243
14177.0,6,1700.0,106805244
43682.0,12,5000.0,106805245
14430.0,10,2547.0,106805246
12380.0,10,500.0,106805247
20000.0,12,2000.0,106805248
17503.0,12,6000.0,106805249
5568.0,12,982.0,106805250
3750.0,6,700.0,106805251
