FAMILY_INCOME,PERSONAL_INCOME,ID_CLIENT
от 5000 до 10000 руб.,7000.0,106817801
от 10000 до 20000 руб.,10000.0,106811523
от 20000 до 50000 руб.,20000.0,106810021
от 10000 до 20000 руб.,14000.0,106809816
от 10000 до 20000 руб.,7000.0,106817955
от 10000 до 20000 руб.,14000.0,106810090
от 20000 до 50000 руб.,15000.0,106815804
от 20000 до 50000 руб.,7500.0,106806996
от 10000 до 20000 руб.,9500.0,106805629
от 20000 до 50000 руб.,16700.0,106807617
от 5000 до 10000 руб.,7000.0,106813047
от 20000 до 50000 руб.,17000.0,106805699
от 10000 до 20000 руб.,15000.0,106808430
от 10000 до 20000 руб.,13900.0,106804819
от 10000 до 20000 руб.,15000.0,106814097
от 20000 до 50000 руб.,15000.0,106806550
от 20000 до 50000 руб.,13000.0,106818337
от 10000 до 20000 руб.,8000.0,106816388
от 10000 до 20000 руб.,15000.0,106812239
от 10000 до 20000 руб.,6600.0,106815078
от 10000 до 20000 руб.,3500.0,106814625
от 20000 до 50000 руб.,20000.0,106808179
от 10000 до 20000 руб.,8200.0,106805634
от 20000 до 50000 руб.,17000.0,106813887
от 10000 до 20000 руб.,5000.0,106804988
от 20000 до 50000 руб.,18000.0,106811662
от 5000 до 10000 руб.,6000.0,106813979
от 10000 до 20000 руб.,9500.0,106819167
от 5000 до 10000 руб.,9000.0,106806814
от 10000 до 20000 руб.,16000.0,106809727
от 5000 до 10000 руб.,8000.0,106808023
от 5000 до 10000 руб.,6000.0,106806429
от 5000 до 10000 руб.,8000.0,106809606
от 20000 до 50000 руб.,22000.0,106811052
от 10000 до 20000 руб.,6500.0,106806350
от 10000 до 20000 руб.,10000.0,106817804
от 10000 до 20000 руб.,15000.0,106805552
от 20000 до 50000 руб.,20000.0,106810034
от 5000 до 10000 руб.,6000.0,106805902
от 10000 до 20000 руб.,8000.0,106813627
от 10000 до 20000 руб.,12000.0,106810857
от 10000 до 20000 руб.,11000.0,106808363
от 20000 до 50000 руб.,15000.0,106813032
от 10000 до 20000 руб.,12000.0,106808981
от 10000 до 20000 руб.,6000.0,106817924
от 20000 до 50000 руб.,18000.0,106818194
от 20000 до 50000 руб.,12000.0,106805900
от 20000 до 50000 руб.,10000.0,106806523
от 10000 до 20000 руб.,10000.0,106816262
от 20000 до 50000 руб.,11000.0,106819079
от 5000 до 10000 руб.,8900.0,106810225
от 5000 до 10000 руб.,8000.0,106809726
от 10000 до 20000 руб.,20000.0,106806640
от 20000 до 50000 руб.,23000.0,106810358
от 20000 до 50000 руб.,15000.0,106804672
от 20000 до 50000 руб.,25000.0,106817488
от 10000 до 20000 руб.,11000.0,106815293
от 20000 до 50000 руб.,15000.0,106815245
от 10000 до 20000 руб.,12000.0,106807316
от 10000 до 20000 руб.,15000.0,106816028
от 20000 до 50000 руб.,20000.0,106807834
от 10000 до 20000 руб.,14000.0,106815581
от 5000 до 10000 руб.,6600.0,106810592
от 5000 до 10000 руб.,6000.0,106805825
от 10000 до 20000 руб.,13000.0,106808836
от 20000 до 50000 руб.,27000.0,106813021
от 5000 до 10000 руб.,6000.0,106811107
от 20000 до 50000 руб.,20000.0,106806502
от 20000 до 50000 руб.,7000.0,106817711
от 10000 до 20000 руб.,8000.0,106808374
от 20000 до 50000 руб.,28000.0,106818778
от 20000 до 50000 руб.,20000.0,106815134
от 20000 до 50000 руб.,17000.0,106814297
от 10000 до 20000 руб.,8000.0,106810326
от 5000 до 10000 руб.,6000.0,106814418
от 20000 до 50000 руб.,8000.0,106813426
свыше 50000 руб.,30000.0,106810504
от 10000 до 20000 руб.,11000.0,106819016
от 10000 до 20000 руб.,13000.0,106815909
от 20000 до 50000 руб.,11000.0,106817424
от 10000 до 20000 руб.,5600.0,106809468
от 10000 до 20000 руб.,8000.0,106814827
от 10000 до 20000 руб.,6500.0,106809030
от 10000 до 20000 руб.,8000.0,106817551
от 20000 до 50000 руб.,12500.0,106804396
от 10000 до 20000 руб.,10000.0,106810583
от 10000 до 20000 руб.,3000.0,106808841
от 10000 до 20000 руб.,16000.0,106808734
от 20000 до 50000 руб.,25000.0,106808346
от 10000 до 20000 руб.,15000.0,106806210
от 20000 до 50000 руб.,20000.0,106813131
от 5000 до 10000 руб.,5000.0,106817842
от 10000 до 20000 руб.,10000.0,106808935
от 10000 до 20000 руб.,10000.0,106808232
от 10000 до 20000 руб.,4500.0,106813421
от 20000 до 50000 руб.,35000.0,106815479
от 10000 до 20000 руб.,11000.0,106811750
от 20000 до 50000 руб.,17000.0,106811047
от 10000 до 20000 руб.,16000.0,106812489
от 20000 до 50000 руб.,15000.0,106804863
от 10000 до 20000 руб.,12000.0,106813703
от 20000 до 50000 руб.,11000.0,106813429
от 20000 до 50000 руб.,15000.0,106814503
от 5000 до 10000 руб.,5000.0,106818195
от 10000 до 20000 руб.,10200.0,106816202
от 20000 до 50000 руб.,30000.0,106813860
от 10000 до 20000 руб.,7000.0,106808560
от 5000 до 10000 руб.,7000.0,106817993
от 10000 до 20000 руб.,12000.0,106817372
от 20000 до 50000 руб.,30000.0,106818945
от 10000 до 20000 руб.,13000.0,106817237
от 10000 до 20000 руб.,10000.0,106811221
от 10000 до 20000 руб.,13000.0,106806052
от 20000 до 50000 руб.,20000.0,106810694
от 20000 до 50000 руб.,11000.0,106811310
от 10000 до 20000 руб.,12000.0,106816374
от 10000 до 20000 руб.,15000.0,106817948
от 10000 до 20000 руб.,12000.0,106815209
от 20000 до 50000 руб.,14800.0,106810391
от 10000 до 20000 руб.,15000.0,106807031
от 20000 до 50000 руб.,30000.0,106809896
от 20000 до 50000 руб.,16000.0,106810758
от 20000 до 50000 руб.,15000.0,106804686
свыше 50000 руб.,40000.0,106808887
от 20000 до 50000 руб.,12000.0,106813851
от 10000 до 20000 руб.,11000.0,106811708
от 10000 до 20000 руб.,12000.0,106817533
от 10000 до 20000 руб.,8000.0,106810110
от 10000 до 20000 руб.,8000.0,106809505
от 5000 до 10000 руб.,4300.0,106805124
от 10000 до 20000 руб.,12000.0,106817071
от 5000 до 10000 руб.,6000.0,106817768
от 10000 до 20000 руб.,15000.0,106817919
от 5000 до 10000 руб.,6000.0,106817762
от 10000 до 20000 руб.,18000.0,106804381
от 20000 до 50000 руб.,7000.0,106807396
от 10000 до 20000 руб.,8200.0,106807622
от 10000 до 20000 руб.,18000.0,106809655
от 10000 до 20000 руб.,7800.0,106817179
от 20000 до 50000 руб.,11000.0,106807308
от 20000 до 50000 руб.,11000.0,106805541
от 10000 до 20000 руб.,9000.0,106818233
от 10000 до 20000 руб.,10000.0,106814957
от 20000 до 50000 руб.,16000.0,106811403
от 20000 до 50000 руб.,16500.0,106818031
от 20000 до 50000 руб.,20000.0,106809167
от 10000 до 20000 руб.,10000.0,106814074
от 5000 до 10000 руб.,10000.0,106811275
от 10000 до 20000 руб.,8000.0,106815193
свыше 50000 руб.,30000.0,106819134
от 10000 до 20000 руб.,11000.0,106804595
от 10000 до 20000 руб.,13000.0,106807041
от 10000 до 20000 руб.,4500.0,106813852
от 20000 до 50000 руб.,15000.0,106813844
от 20000 до 50000 руб.,18000.0,106808291
от 20000 до 50000 руб.,9000.0,106807975
от 10000 до 20000 руб.,17000.0,106809118
от 10000 до 20000 руб.,10000.0,106806554
от 10000 до 20000 руб.,5000.0,106809728
от 20000 до 50000 руб.,22000.0,106807391
от 20000 до 50000 руб.,16000.0,106816515
от 20000 до 50000 руб.,15000.0,106812528
от 20000 до 50000 руб.,20000.0,106814689
от 20000 до 50000 руб.,12000.0,106818354
от 10000 до 20000 руб.,13000.0,106818727
от 10000 до 20000 руб.,9500.0,106812246
от 20000 до 50000 руб.,30000.0,106812330
от 10000 до 20000 руб.,15000.0,106813223
от 20000 до 50000 руб.,17000.0,106805383
от 10000 до 20000 руб.,10000.0,106815017
от 20000 до 50000 руб.,7000.0,106806324
от 10000 до 20000 руб.,7500.0,106805203
от 10000 до 20000 руб.,12000.0,106811183
от 5000 до 10000 руб.,8000.0,106817446
от 5000 до 10000 руб.,5400.0,106806221
от 10000 до 20000 руб.,13000.0,106809807
от 5000 до 10000 руб.,13000.0,106814474
от 20000 до 50000 руб.,20000.0,106808195
от 10000 до 20000 руб.,15000.0,106814852
от 5000 до 10000 руб.,9000.0,106816696
от 20000 до 50000 руб.,18000.0,106806446
от 5000 до 10000 руб.,4000.0,106814906
от 20000 до 50000 руб.,10500.0,106808283
от 10000 до 20000 руб.,7000.0,106812661
от 20000 до 50000 руб.,16000.0,106809814
свыше 50000 руб.,38000.0,106809983
от 20000 до 50000 руб.,10500.0,106806597
от 20000 до 50000 руб.,10000.0,106814656
от 20000 до 50000 руб.,13000.0,106814805
от 10000 до 20000 руб.,8000.0,106816038
от 10000 до 20000 руб.,11000.0,106812885
от 10000 до 20000 руб.,12000.0,106811456
от 10000 до 20000 руб.,20000.0,106811290
от 10000 до 20000 руб.,12000.0,106811135
от 20000 до 50000 руб.,12000.0,106815054
от 10000 до 20000 руб.,18000.0,106812675
от 5000 до 10000 руб.,5000.0,106817098
от 10000 до 20000 руб.,11000.0,106815070
от 10000 до 20000 руб.,8000.0,106807431
от 20000 до 50000 руб.,12000.0,106811471
от 20000 до 50000 руб.,20000.0,106818106
от 20000 до 50000 руб.,19000.0,106816104
от 20000 до 50000 руб.,9000.0,106816403
от 20000 до 50000 руб.,13000.0,106807890
от 10000 до 20000 руб.,15000.0,106811882
от 20000 до 50000 руб.,9000.0,106809569
от 20000 до 50000 руб.,12000.0,106816230
от 10000 до 20000 руб.,12000.0,106812479
от 20000 до 50000 руб.,27000.0,106804871
от 10000 до 20000 руб.,15000.0,106817366
от 20000 до 50000 руб.,6000.0,106807204
от 20000 до 50000 руб.,14000.0,106816216
от 20000 до 50000 руб.,17000.0,106806148
от 20000 до 50000 руб.,14000.0,106814831
от 5000 до 10000 руб.,5000.0,106811812
от 20000 до 50000 руб.,12000.0,106813562
от 20000 до 50000 руб.,30000.0,106804765
от 10000 до 20000 руб.,15000.0,106818801
от 10000 до 20000 руб.,13000.0,106819039
от 5000 до 10000 руб.,5000.0,106808299
от 5000 до 10000 руб.,7000.0,106810973
от 10000 до 20000 руб.,5000.0,106813650
от 20000 до 50000 руб.,18000.0,106817146
от 20000 до 50000 руб.,20000.0,106815243
от 5000 до 10000 руб.,10000.0,106810241
от 20000 до 50000 руб.,15000.0,106819153
от 20000 до 50000 руб.,15000.0,106817539
от 10000 до 20000 руб.,10000.0,106813709
от 20000 до 50000 руб.,15000.0,106811094
от 10000 до 20000 руб.,10000.0,106812530
от 20000 до 50000 руб.,23000.0,106807105
от 20000 до 50000 руб.,7000.0,106808119
от 20000 до 50000 руб.,12000.0,106807283
от 5000 до 10000 руб.,9000.0,106807403
от 10000 до 20000 руб.,7000.0,106817757
от 10000 до 20000 руб.,12000.0,106818634
от 10000 до 20000 руб.,8000.0,106812620
от 10000 до 20000 руб.,8600.0,106815540
от 10000 до 20000 руб.,11000.0,106815650
от 10000 до 20000 руб.,11000.0,106805505
от 10000 до 20000 руб.,5600.0,106806720
от 10000 до 20000 руб.,7000.0,106806457
свыше 50000 руб.,20000.0,106817402
от 10000 до 20000 руб.,6000.0,106808018
от 5000 до 10000 руб.,6000.0,106809469
от 10000 до 20000 руб.,8000.0,106813960
от 20000 до 50000 руб.,20000.0,106808605
от 20000 до 50000 руб.,25000.0,106806498
от 20000 до 50000 руб.,19000.0,106809611
от 20000 до 50000 руб.,23000.0,106814723
от 20000 до 50000 руб.,10000.0,106810413
от 10000 до 20000 руб.,15000.0,106807244
от 10000 до 20000 руб.,10000.0,106809977
от 10000 до 20000 руб.,10000.0,106812389
от 20000 до 50000 руб.,20000.0,106806211
от 20000 до 50000 руб.,5000.0,106810103
от 20000 до 50000 руб.,20000.0,106808672
от 10000 до 20000 руб.,10000.0,106804895
от 20000 до 50000 руб.,20000.0,106809155
от 10000 до 20000 руб.,12000.0,106807460
от 5000 до 10000 руб.,6000.0,106808566
от 10000 до 20000 руб.,9000.0,106816911
от 10000 до 20000 руб.,15000.0,106811202
от 5000 до 10000 руб.,5000.0,106809130
от 10000 до 20000 руб.,15000.0,106805818
от 20000 до 50000 руб.,16000.0,106814064
от 10000 до 20000 руб.,16000.0,106808806
от 20000 до 50000 руб.,40000.0,106811072
от 20000 до 50000 руб.,20000.0,106804398
от 10000 до 20000 руб.,9000.0,106811346
от 10000 до 20000 руб.,70000.0,106817153
от 10000 до 20000 руб.,9000.0,106809503
от 10000 до 20000 руб.,8000.0,106815664
от 20000 до 50000 руб.,20000.0,106808652
от 20000 до 50000 руб.,17000.0,106817354
от 20000 до 50000 руб.,25000.0,106814832
от 10000 до 20000 руб.,10000.0,106804968
от 10000 до 20000 руб.,10000.0,106805290
от 5000 до 10000 руб.,9000.0,106809255
от 20000 до 50000 руб.,15000.0,106819181
от 20000 до 50000 руб.,20000.0,106814328
от 10000 до 20000 руб.,8500.0,106811299
от 20000 до 50000 руб.,11000.0,106805106
от 5000 до 10000 руб.,7000.0,106810356
от 10000 до 20000 руб.,12000.0,106818190
от 10000 до 20000 руб.,8000.0,106819554
от 10000 до 20000 руб.,10000.0,106807207
от 20000 до 50000 руб.,35000.0,106819355
от 5000 до 10000 руб.,7000.0,106817585
от 10000 до 20000 руб.,10000.0,106805694
от 10000 до 20000 руб.,12000.0,106816196
от 20000 до 50000 руб.,17000.0,106814127
от 20000 до 50000 руб.,12000.0,106809665
от 10000 до 20000 руб.,8000.0,106812116
от 20000 до 50000 руб.,10300.0,106808010
от 20000 до 50000 руб.,13000.0,106808297
от 10000 до 20000 руб.,18000.0,106808302
от 10000 до 20000 руб.,13000.0,106810956
от 20000 до 50000 руб.,13000.0,106818901
от 20000 до 50000 руб.,17000.0,106819290
от 20000 до 50000 руб.,12000.0,106817788
от 20000 до 50000 руб.,25000.0,106811050
от 10000 до 20000 руб.,10000.0,106811192
от 10000 до 20000 руб.,17000.0,106814209
свыше 50000 руб.,40000.0,106806522
от 10000 до 20000 руб.,6500.0,106804776
от 5000 до 10000 руб.,10000.0,106804626
от 20000 до 50000 руб.,17000.0,106809704
от 20000 до 50000 руб.,15000.0,106818062
от 20000 до 50000 руб.,8000.0,106813479
от 20000 до 50000 руб.,8000.0,106804835
от 5000 до 10000 руб.,7000.0,106806670
от 10000 до 20000 руб.,12000.0,106813540
от 10000 до 20000 руб.,15000.0,106810472
от 20000 до 50000 руб.,13000.0,106808339
от 10000 до 20000 руб.,10000.0,106816997
от 5000 до 10000 руб.,10000.0,106813321
от 10000 до 20000 руб.,10000.0,106813038
от 20000 до 50000 руб.,15000.0,106809261
от 5000 до 10000 руб.,6500.0,106810541
от 10000 до 20000 руб.,15000.0,106807647
от 10000 до 20000 руб.,7500.0,106814473
от 5000 до 10000 руб.,6000.0,106816958
от 20000 до 50000 руб.,30000.0,106816835
от 5000 до 10000 руб.,8000.0,106818308
от 10000 до 20000 руб.,10000.0,106807870
от 10000 до 20000 руб.,15000.0,106813684
от 10000 до 20000 руб.,5000.0,106813698
от 10000 до 20000 руб.,6000.0,106805906
от 5000 до 10000 руб.,6500.0,106811289
от 20000 до 50000 руб.,38000.0,106811845
от 10000 до 20000 руб.,9000.0,106818915
от 20000 до 50000 руб.,35000.0,106809758
от 10000 до 20000 руб.,5000.0,106814548
от 10000 до 20000 руб.,16000.0,106816361
от 10000 до 20000 руб.,8000.0,106812697
от 10000 до 20000 руб.,14000.0,106818722
от 10000 до 20000 руб.,14000.0,106807895
от 20000 до 50000 руб.,18000.0,106818896
от 20000 до 50000 руб.,15000.0,106814396
от 10000 до 20000 руб.,14000.0,106812774
от 10000 до 20000 руб.,12000.0,106815315
от 20000 до 50000 руб.,13000.0,106816871
от 10000 до 20000 руб.,8000.0,106808654
от 20000 до 50000 руб.,10000.0,106807953
от 10000 до 20000 руб.,13450.0,106812168
от 10000 до 20000 руб.,7000.0,106817655
от 10000 до 20000 руб.,11000.0,106808597
от 10000 до 20000 руб.,14000.0,106818203
от 10000 до 20000 руб.,10000.0,106818531
от 20000 до 50000 руб.,20000.0,106815208
от 10000 до 20000 руб.,10500.0,106816387
от 20000 до 50000 руб.,10000.0,106818272
от 10000 до 20000 руб.,6000.0,106819185
от 10000 до 20000 руб.,18000.0,106818209
от 10000 до 20000 руб.,6000.0,106808529
от 10000 до 20000 руб.,12000.0,106806534
от 20000 до 50000 руб.,20000.0,106813075
от 5000 до 10000 руб.,7000.0,106817929
от 10000 до 20000 руб.,15000.0,106810143
от 5000 до 10000 руб.,8000.0,106808358
от 10000 до 20000 руб.,6500.0,106817663
от 20000 до 50000 руб.,20000.0,106808220
от 20000 до 50000 руб.,60000.0,106810296
от 10000 до 20000 руб.,16000.0,106815446
от 20000 до 50000 руб.,20000.0,106811567
от 5000 до 10000 руб.,7000.0,106807060
от 10000 до 20000 руб.,8000.0,106807366
от 5000 до 10000 руб.,9300.0,106809479
от 20000 до 50000 руб.,20000.0,106806137
от 10000 до 20000 руб.,10000.0,106812079
от 5000 до 10000 руб.,7000.0,106809527
от 10000 до 20000 руб.,7500.0,106812211
от 10000 до 20000 руб.,8000.0,106811384
от 20000 до 50000 руб.,9500.0,106815890
от 10000 до 20000 руб.,18000.0,106818239
от 10000 до 20000 руб.,8000.0,106818373
от 5000 до 10000 руб.,6200.0,106804937
от 10000 до 20000 руб.,18000.0,106817619
от 5000 до 10000 руб.,8000.0,106809679
от 20000 до 50000 руб.,13000.0,106814811
от 20000 до 50000 руб.,18000.0,106818715
до 5000 руб.,4000.0,106806719
от 10000 до 20000 руб.,13000.0,106810954
от 20000 до 50000 руб.,18000.0,106815402
от 10000 до 20000 руб.,15000.0,106808606
от 10000 до 20000 руб.,15000.0,106812419
от 10000 до 20000 руб.,8000.0,106814207
от 10000 до 20000 руб.,7500.0,106818480
от 20000 до 50000 руб.,20000.0,106816091
от 20000 до 50000 руб.,8000.0,106809677
от 20000 до 50000 руб.,20000.0,106811224
от 20000 до 50000 руб.,8500.0,106812099
от 5000 до 10000 руб.,8000.0,106809601
от 20000 до 50000 руб.,10000.0,106804501
от 5000 до 10000 руб.,5500.0,106813937
от 5000 до 10000 руб.,6000.0,106806844
от 10000 до 20000 руб.,20000.0,106804549
от 10000 до 20000 руб.,6500.0,106813629
от 10000 до 20000 руб.,9000.0,106806081
от 10000 до 20000 руб.,12000.0,106809269
от 10000 до 20000 руб.,12600.0,106807531
от 20000 до 50000 руб.,25000.0,106816946
от 10000 до 20000 руб.,8500.0,106815874
от 10000 до 20000 руб.,7500.0,106809211
от 20000 до 50000 руб.,15000.0,106818786
от 5000 до 10000 руб.,8000.0,106814731
от 10000 до 20000 руб.,8000.0,106818572
от 10000 до 20000 руб.,10000.0,106804618
от 20000 до 50000 руб.,15000.0,106805827
от 10000 до 20000 руб.,16000.0,106817463
от 20000 до 50000 руб.,15000.0,106814520
от 20000 до 50000 руб.,20000.0,106819453
от 20000 до 50000 руб.,35000.0,106808396
от 20000 до 50000 руб.,15000.0,106808712
от 20000 до 50000 руб.,15000.0,106807141
от 10000 до 20000 руб.,5300.0,106805421
от 20000 до 50000 руб.,17000.0,106818917
от 5000 до 10000 руб.,8000.0,106816701
от 10000 до 20000 руб.,14000.0,106806092
от 20000 до 50000 руб.,12000.0,106816354
от 20000 до 50000 руб.,8000.0,106812271
свыше 50000 руб.,30000.0,106810535
от 20000 до 50000 руб.,15000.0,106811976
от 20000 до 50000 руб.,17000.0,106815839
свыше 50000 руб.,45000.0,106806598
от 10000 до 20000 руб.,9500.0,106812459
от 20000 до 50000 руб.,20000.0,106805590
от 20000 до 50000 руб.,18000.0,106805696
от 20000 до 50000 руб.,15000.0,106812291
от 10000 до 20000 руб.,20000.0,106805672
от 20000 до 50000 руб.,9000.0,106806826
от 20000 до 50000 руб.,12000.0,106813620
от 10000 до 20000 руб.,10000.0,106806015
от 20000 до 50000 руб.,15000.0,106806013
от 20000 до 50000 руб.,15000.0,106818104
свыше 50000 руб.,50000.0,106813192
от 20000 до 50000 руб.,20000.0,106808699
от 10000 до 20000 руб.,7000.0,106805181
от 10000 до 20000 руб.,10000.0,106805613
от 20000 до 50000 руб.,15000.0,106817305
от 5000 до 10000 руб.,4000.0,106814088
от 20000 до 50000 руб.,25000.0,106810345
от 10000 до 20000 руб.,13000.0,106808092
от 10000 до 20000 руб.,12000.0,106818331
от 10000 до 20000 руб.,10000.0,106811992
от 5000 до 10000 руб.,5000.0,106808021
от 5000 до 10000 руб.,9000.0,106816134
от 10000 до 20000 руб.,10000.0,106813361
от 10000 до 20000 руб.,11000.0,106814190
от 10000 до 20000 руб.,15000.0,106810521
от 10000 до 20000 руб.,7000.0,106814857
от 10000 до 20000 руб.,12000.0,106806676
свыше 50000 руб.,50000.0,106813069
от 10000 до 20000 руб.,12000.0,106818693
от 10000 до 20000 руб.,10000.0,106804650
от 20000 до 50000 руб.,25000.0,106819247
от 10000 до 20000 руб.,6000.0,106806633
от 10000 до 20000 руб.,9000.0,106817556
от 10000 до 20000 руб.,15000.0,106812599
от 10000 до 20000 руб.,15000.0,106813347
от 10000 до 20000 руб.,10000.0,106819120
свыше 50000 руб.,33000.0,106810856
от 20000 до 50000 руб.,17000.0,106816351
от 10000 до 20000 руб.,7000.0,106809698
от 20000 до 50000 руб.,30000.0,106808532
от 10000 до 20000 руб.,4300.0,106817865
от 10000 до 20000 руб.,5500.0,106817848
от 10000 до 20000 руб.,10000.0,106810658
от 10000 до 20000 руб.,14000.0,106805971
от 10000 до 20000 руб.,8000.0,106816413
от 20000 до 50000 руб.,8000.0,106809981
от 20000 до 50000 руб.,18000.0,106805084
от 20000 до 50000 руб.,35000.0,106805858
от 20000 до 50000 руб.,20000.0,106818159
от 10000 до 20000 руб.,14000.0,106812854
от 20000 до 50000 руб.,30000.0,106819037
от 20000 до 50000 руб.,20000.0,106813427
от 20000 до 50000 руб.,20000.0,106812821
от 10000 до 20000 руб.,12000.0,106810618
от 20000 до 50000 руб.,14000.0,106816893
от 10000 до 20000 руб.,6000.0,106807216
от 5000 до 10000 руб.,4500.0,106813845
от 20000 до 50000 руб.,10000.0,106819138
от 10000 до 20000 руб.,10000.0,106810147
от 20000 до 50000 руб.,10000.0,106805798
от 20000 до 50000 руб.,12000.0,106812464
свыше 50000 руб.,60000.0,106810874
от 10000 до 20000 руб.,12000.0,106810238
от 10000 до 20000 руб.,15000.0,106805451
от 10000 до 20000 руб.,5000.0,106809426
от 20000 до 50000 руб.,19000.0,106806713
от 5000 до 10000 руб.,8500.0,106804831
от 20000 до 50000 руб.,17000.0,106806730
от 10000 до 20000 руб.,16000.0,106810382
от 10000 до 20000 руб.,11000.0,106808115
от 20000 до 50000 руб.,20000.0,106819366
от 10000 до 20000 руб.,9100.0,106807190
от 10000 до 20000 руб.,7000.0,106807525
от 20000 до 50000 руб.,9000.0,106814543
от 10000 до 20000 руб.,10000.0,106819084
от 10000 до 20000 руб.,6500.0,106810868
от 20000 до 50000 руб.,10000.0,106806705
от 10000 до 20000 руб.,18000.0,106810455
от 20000 до 50000 руб.,25000.0,106815138
от 20000 до 50000 руб.,15000.0,106806641
от 10000 до 20000 руб.,15000.0,106818762
от 20000 до 50000 руб.,15000.0,106810104
от 20000 до 50000 руб.,27000.0,106807239
от 20000 до 50000 руб.,13000.0,106813751
от 20000 до 50000 руб.,8000.0,106813806
от 20000 до 50000 руб.,15000.0,106810685
от 10000 до 20000 руб.,10000.0,106815331
от 10000 до 20000 руб.,7650.0,106812009
от 10000 до 20000 руб.,12000.0,106817204
от 10000 до 20000 руб.,7000.0,106807664
от 20000 до 50000 руб.,20000.0,106808248
от 20000 до 50000 руб.,20000.0,106805972
от 20000 до 50000 руб.,7000.0,106806810
от 5000 до 10000 руб.,8000.0,106816397
от 20000 до 50000 руб.,18000.0,106815947
от 10000 до 20000 руб.,9000.0,106814516
от 20000 до 50000 руб.,20000.0,106807718
от 10000 до 20000 руб.,20000.0,106809056
от 20000 до 50000 руб.,8000.0,106812878
от 20000 до 50000 руб.,15000.0,106805320
от 20000 до 50000 руб.,22000.0,106807570
от 20000 до 50000 руб.,25000.0,106808111
от 20000 до 50000 руб.,20000.0,106817484
от 10000 до 20000 руб.,12000.0,106805886
от 10000 до 20000 руб.,5000.0,106819547
от 10000 до 20000 руб.,11000.0,106817234
от 5000 до 10000 руб.,7000.0,106817705
от 10000 до 20000 руб.,7000.0,106818021
от 10000 до 20000 руб.,6800.0,106814230
от 20000 до 50000 руб.,5000.0,106817880
от 20000 до 50000 руб.,30000.0,106810692
от 10000 до 20000 руб.,6500.0,106817884
от 20000 до 50000 руб.,18000.0,106811467
