ID_LOAN,ID_CLIENT
1753791221,106804881
1753791222,106804882
1753791223,106804883
1753791224,106804884
1753791225,106804885
1753791226,106804886
1753791227,106804886
1753791228,106804887
1753791229,106804888
1753791230,106804889
1753791231,106804890
1753791232,106804891
1753791233,106804892
1753791234,106804893
1753791235,106804894
1753791236,106804895
1753791237,106804896
1753791238,106804897
1753791239,106804898
1753791240,106804899
1753791241,106804900
1753791242,106804901
1753791243,106804902
1753791244,106804903
1753791245,106804904
1753791246,106804905
1753791247,106804906
1753791248,106804907
1753791249,106804908
1753791250,106804909
1753791251,106804910
1753791252,106804911
1753791253,106804912
1753791254,106804913
1753791255,106804914
1753791256,106804915
1753791257,106804916
1753791258,106804917
1753791259,106804918
1753791260,106804919
1753791261,106804920
1753791262,106804921
1753791263,106804922
1753791264,106804923
1753791265,106804924
1753791266,106804925
1753791267,106804926
1753791268,106804927
1753791269,106804928
1753791270,106804929
1753791271,106804930
1753791272,106804931
1753791273,106804932
1753791274,106804933
1753791275,106804934
1753791276,106804935
1753791277,106804936
1753791278,106804937
1753791279,106804938
1753791280,106804939
1753791281,106804940
1753791282,106804941
1753791283,106804942
1753791284,106804943
1753791285,106804944
1753791286,106804945
1753791287,106804945
1753791288,106804946
1753791289,106804947
1753791290,106804948
1753791291,106804949
1753791292,106804950
1753791293,106804951
1753791294,106804952
1753791295,106804953
1753791296,106804954
1753791297,106804955
1753791298,106804956
1753791299,106804957
1753791300,106804958
1753791301,106804959
1753791302,106804960
1753791303,106804961
1753791304,106804962
1753791305,106804963
1753791306,106804964
1753791307,106804965
1753791308,106804966
1753791309,106804967
1753791310,106804968
1753791311,106804969
1753791312,106804970
1753791313,106804971
1753791314,106804972
1753791315,106804973
1753791316,106804974
1753791317,106804975
1753791318,106804976
1753791319,106804977
1753791320,106804978
1753791321,106804979
1753791322,106804980
1753791323,106804981
1753791324,106804982
1753791325,106804983
1753791326,106804984
1753791327,106804985
1753791328,106804986
1753791329,106804987
1753791330,106804988
1753791331,106804988
1753791332,106804989
1753791333,106804990
1753791334,106804991
1753791335,106804992
1753791336,106804993
1753791337,106804994
1753791338,106804995
1753791339,106804996
1753791340,106804997
1753791341,106804998
1753791342,106804999
1753791343,106805000
1753791344,106805001
1753791345,106805002
1753791346,106805003
1753791347,106805004
1753791348,106805005
1753791349,106805006
1753791350,106805007
1753791351,106805008
1753791352,106805009
1753791353,106805010
1753791354,106805011
1753791355,106805012
1753791356,106805013
1753791357,106805014
1753791358,106805015
1753791359,106805016
1753791360,106805017
1753791361,106805018
1753791362,106805019
1753791363,106805020
1753791364,106805021
1753791365,106805022
1753791366,106805023
1753791367,106805024
1753791368,106805025
1753791369,106805026
1753791370,106805027
1753791371,106805028
1753791372,106805029
1753791373,106805030
1753791374,106805031
1753791375,106805032
1753791376,106805033
1753791377,106805034
1753791378,106805035
1753791379,106805036
1753791380,106805037
1753791381,106805038
1753791382,106805039
1753791383,106805040
1753791384,106805041
1753791385,106805042
1753791386,106805043
1753791387,106805044
1753791388,106805045
1753791389,106805046
1753791390,106805047
1753791391,106805048
1753791392,106805049
1753791393,106805050
1753791394,106805051
1753791395,106805052
1753791396,106805053
1753791397,106805054
1753791398,106805055
1753791399,106805056
1753791400,106805057
1753791401,106805058
1753791402,106805059
1753791403,106805060
1753791404,106805061
1753791405,106805062
1753791406,106805063
1753791407,106805064
1753791408,106805065
1753791409,106805066
1753791410,106805067
1753791411,106805068
1753791412,106805069
1753791413,106805070
1753791414,106805071
1753791415,106805072
1753791416,106805073
1753791417,106805074
1753791418,106805075
1753791419,106805076
1753791420,106805077
1753791421,106805078
1753791422,106805079
1753791423,106805080
1753791424,106805081
1753791425,106805082
1753791426,106805083
1753791427,106805084
1753791428,106805085
1753791429,106805086
1753791430,106805087
1753791431,106805088
1753791432,106805089
1753791433,106805090
1753791434,106805091
1753791435,106805092
1753791436,106805093
1753791437,106805094
1753791438,106805095
1753791439,106805096
1753791440,106805097
1753791441,106805098
1753791442,106805099
1753791443,106805100
1753791444,106805101
1753791445,106805102
1753791446,106805103
1753791447,106805104
1753791448,106805105
1753791449,106805106
1753791450,106805107
1753791451,106805108
1753791452,106805109
1753791453,106805110
1753791454,106805111
1753791455,106805112
1753791456,106805113
1753791457,106805114
1753791458,106805115
1753791459,106805116
1753791460,106805117
1753791461,106805118
1753791462,106805119
1753791463,106805120
1753791464,106805121
1753791465,106805122
1753791466,106805123
1753791467,106805124
1753791468,106805125
1753791469,106805126
1753791470,106805127
1753791471,106805128
1753791472,106805129
1753791473,106805130
1753791474,106805131
1753791475,106805132
1753791476,106805133
1753791477,106805134
1753791478,106805135
1753791479,106805136
1753791480,106805137
1753791481,106805138
1753791482,106805139
1753791483,106805140
1753791484,106805141
1753791485,106805142
1753791486,106805143
1753791487,106805144
1753791488,106805145
1753791489,106805146
1753791490,106805147
1753791491,106805148
1753791492,106805149
1753791493,106805150
1753791494,106805151
1753791495,106805152
1753791496,106805153
1753791497,106805154
1753791498,106805155
1753791499,106805156
1753791500,106805157
1753791501,106805158
1753791502,106805159
1753791503,106805160
1753791504,106805161
1753791505,106805162
1753791506,106805163
1753791507,106805164
1753791508,106805165
1753791509,106805166
1753791510,106805167
1753791511,106805168
1753791512,106805169
1753791513,106805170
1753791514,106805171
1753791515,106805172
1753791516,106805173
1753791517,106805174
1753791518,106805175
1753791519,106805176
1753791520,106805177
1753791521,106805178
1753791522,106805179
1753791523,106805180
1753791524,106805181
1753791525,106805182
1753791526,106805183
1753791527,106805184
1753791528,106805185
1753791529,106805186
1753791530,106805187
1753791531,106805188
1753791532,106805189
1753791533,106805190
1753791534,106805191
1753791535,106805192
1753791536,106805193
1753791537,106805194
1753791538,106805195
1753791539,106805196
1753791540,106805197
1753791541,106805198
1753791542,106805199
1753791543,106805200
1753791544,106805201
1753791545,106805202
1753791546,106805203
1753791547,106805204
1753791548,106805205
1753791549,106805206
1753791550,106805207
1753791551,106805208
1753791552,106805209
1753791553,106805210
1753791554,106805211
1753791555,106805212
1753791556,106805213
1753791557,106805214
1753791558,106805215
1753791559,106805216
1753791560,106805217
1753791561,106805218
1753791562,106805218
1753791563,106805219
1753791564,106805220
1753791565,106805221
1753791566,106805222
1753791567,106805223
1753791568,106805224
1753791569,106805225
1753791570,106805226
1753791571,106805227
1753791572,106805228
1753791573,106805229
1753791574,106805230
1753791575,106805231
1753791576,106805232
1753791577,106805233
1753791578,106805234
1753791579,106805235
1753791580,106805236
1753791581,106805237
1753791582,106805238
1753791583,106805239
1753791584,106805240
1753791585,106805241
1753791586,106805242
1753791587,106805243
1753791588,106805244
1753791589,106805245
1753791590,106805246
1753791591,106805247
1753791592,106805248
1753791593,106805249
1753791594,106805250
1753791595,106805251
1753791596,106805252
1753791597,106805253
1753791598,106805254
1753791599,106805255
1753791600,106805256
1753791601,106805257
1753791602,106805258
1753791603,106805259
1753791604,106805260
1753791605,106805261
1753791606,106805262
1753791607,106805263
1753791608,106805264
1753791609,106805265
1753791610,106805266
1753791611,106805267
1753791612,106805268
1753791613,106805269
1753791614,106805270
1753791615,106805271
1753791616,106805272
1753791617,106805273
1753791618,106805274
1753791619,106805275
1753791620,106805276
1753791621,106805277
1753791622,106805278
1753791623,106805279
1753791624,106805280
1753791625,106805281
1753791626,106805282
1753791627,106805283
1753791628,106805284
1753791629,106805285
1753791630,106805286
1753791631,106805287
1753791632,106805288
1753791633,106805289
1753791634,106805290
1753791635,106805291
1753791636,106805292
1753791637,106805293
1753791638,106805294
1753791639,106805295
1753791640,106805296
1753791641,106805297
1753791642,106805298
1753791643,106805299
1753791644,106805300
1753791645,106805301
1753791646,106805302
1753791647,106805303
1753791648,106805304
1753791649,106805305
1753791650,106805306
1753791651,106805307
1753791652,106805308
1753791653,106805309
1753791654,106805310
1753791655,106805311
1753791656,106805312
1753791657,106805313
1753791658,106805314
1753791659,106805315
1753791660,106805316
1753791661,106805317
1753791662,106805318
1753791663,106805319
1753791664,106805320
1753791665,106805321
1753791666,106805322
1753791667,106805323
1753791668,106805324
1753791669,106805325
1753791670,106805326
1753791671,106805327
1753791672,106805328
1753791673,106805329
1753791674,106805330
1753791675,106805331
1753791676,106805332
1753791677,106805333
1753791678,106805334
1753791679,106805335
1753791680,106805336
1753791681,106805337
1753791682,106805338
1753791683,106805339
1753791684,106805340
1753791685,106805341
1753791686,106805342
1753791687,106805343
1753791688,106805344
1753791689,106805345
1753791690,106805346
1753791691,106805347
1753791692,106805348
1753791693,106805349
1753791694,106805350
1753791695,106805351
1753791696,106805352
1753791697,106805353
1753791698,106805354
1753791699,106805355
1753791700,106805356
1753791701,106805356
1753791702,106805357
1753791703,106805358
1753791704,106805359
1753791705,106805360
1753791706,106805361
1753791707,106805362
1753791708,106805363
1753791709,106805364
1753791710,106805365
1753791711,106805366
1753791712,106805367
1753791713,106805368
1753791714,106805369
1753791715,106805370
1753791716,106805371
1753791717,106805372
1753791718,106805373
1753791719,106805374
1753791720,106805375
1753791721,106805376
1753791722,106805377
1753791723,106805378
1753791724,106805379
1753791725,106805380
1753791726,106805381
1753791727,106805382
1753791728,106805383
1753791729,106805384
1753791730,106805385
1753791731,106805386
1753791732,106805387
1753791733,106805388
1753791734,106805389
1753791735,106805390
1753791736,106805391
1753791737,106805392
1753791738,106805393
1753791739,106805394
1753791740,106805395
1753791741,106805396
1753791742,106805397
1753791743,106805398
1753791744,106805399
1753791745,106805400
1753791746,106805401
1753791747,106805402
1753791748,106805403
1753791749,106805404
1753791750,106805405
1753791751,106805406
1753791752,106805407
1753791753,106805408
1753791754,106805409
1753791755,106805410
1753791756,106805411
1753791757,106805412
1753791758,106805413
1753791759,106805414
1753791760,106805415
1753791761,106805416
1753791762,106805417
1753791763,106805418
1753791764,106805419
1753791765,106805420
1753791766,106805421
1753791767,106805422
1753791768,106805423
1753791769,106805424
1753791770,106805425
1753791771,106805426
1753791772,106805427
1753791773,106805428
1753791774,106805429
1753791775,106805430
1753791776,106805431
1753791777,106805432
1753791778,106805433
1753791779,106805434
1753791780,106805435
1753791781,106805436
1753791782,106805437
1753791783,106805438
1753791784,106805439
1753791785,106805440
1753791786,106805441
1753791787,106805442
1753791788,106805443
1753791789,106805444
1753791790,106805445
1753791791,106805446
1753791792,106805447
1753791793,106805448
1753791794,106805449
1753791795,106805450
1753791796,106805451
1753791797,106805452
1753791798,106805453
1753791799,106805454
1753791800,106805455
1753791801,106805456
1753791802,106805457
1753791803,106805458
1753791804,106805459
1753791805,106805460
1753791806,106805461
1753791807,106805462
1753791808,106805463
1753791809,106805464
1753791810,106805465
1753791811,106805466
1753791812,106805467
1753791813,106805468
1753791814,106805469
1753791815,106805470
1753791816,106805471
1753791817,106805472
1753791818,106805473
1753791819,106805474
1753791820,106805475
1753791821,106805476
1753791822,106805477
1753791823,106805478
1753791824,106805479
1753791825,106805480
1753791826,106805481
1753791827,106805482
1753791828,106805483
1753791829,106805484
1753791830,106805485
1753791831,106805486
1753791832,106805487
1753791833,106805488
1753791834,106805489
1753791835,106805490
1753791836,106805491
1753791837,106805492
1753791838,106805493
1753791839,106805494
1753791840,106805495
1753791841,106805496
1753791842,106805497
1753791843,106805498
1753791844,106805499
1753791845,106805500
1753791846,106805501
1753791847,106805502
1753791848,106805503
1753791849,106805504
1753791850,106805505
1753791851,106805506
1753791852,106805507
1753791853,106805508
1753791854,106805509
1753791855,106805510
1753791856,106805511
1753791857,106805512
1753791858,106805513
1753791859,106805514
1753791860,106805515
1753791861,106805516
1753791862,106805517
1753791863,106805518
1753791864,106805519
1753791865,106805520
1753791866,106805521
1753791867,106805522
1753791868,106805523
1753791869,106805524
1753791870,106805525
1753791871,106805526
1753791872,106805527
1753791873,106805528
1753791874,106805529
1753791875,106805530
1753791876,106805531
1753791877,106805532
1753791878,106805533
1753791879,106805534
1753791880,106805535
1753791881,106805536
1753791882,106805537
1753791883,106805538
1753791884,106805539
1753791885,106805540
1753791886,106805541
1753791887,106805542
1753791888,106805543
1753791889,106805544
1753791890,106805545
1753791891,106805546
1753791892,106805547
1753791893,106805548
1753791894,106805549
1753791895,106805550
1753791896,106805551
1753791897,106805552
1753791898,106805553
1753791899,106805554
1753791900,106805555
1753791901,106805556
1753791902,106805557
1753791903,106805558
1753791904,106805559
1753791905,106805560
1753791906,106805561
1753791907,106805562
1753791908,106805563
1753791909,106805564
1753791910,106805565
1753791911,106805566
1753791912,106805567
1753791913,106805568
1753791914,106805569
1753791915,106805570
1753791916,106805571
1753791917,106805572
1753791918,106805573
1753791919,106805574
1753791920,106805575
1753791921,106805576
1753791922,106805577
1753791923,106805578
1753791924,106805579
1753791925,106805580
1753791926,106805581
1753791927,106805582
1753791928,106805583
1753791929,106805584
1753791930,106805585
1753791931,106805586
1753791932,106805587
1753791933,106805588
1753791934,106805589
1753791935,106805590
1753791936,106805591
1753791937,106805592
1753791938,106805593
1753791939,106805594
1753791940,106805595
1753791941,106805596
1753791942,106805597
1753791943,106805598
1753791944,106805599
1753791945,106805600
1753791946,106805601
1753791947,106805602
1753791948,106805603
1753791949,106805604
1753791950,106805605
1753791951,106805606
1753791952,106805607
1753791953,106805608
1753791954,106805609
1753791955,106805610
1753791956,106805611
1753791957,106805612
1753791958,106805613
1753791959,106805614
1753791960,106805615
1753791961,106805616
1753791962,106805617
1753791963,106805618
1753791964,106805619
1753791965,106805620
1753791966,106805621
1753791967,106805622
1753791968,106805623
1753791969,106805624
1753791970,106805625
1753791971,106805626
1753791972,106805627
1753791973,106805628
1753791974,106805629
1753791975,106805630
1753791976,106805631
1753791977,106805632
1753791978,106805633
1753791979,106805634
1753791980,106805635
1753791981,106805636
1753791982,106805637
1753791983,106805638
1753791984,106805639
1753791985,106805640
1753791986,106805641
1753791987,106805642
1753791988,106805643
1753791989,106805644
1753791990,106805645
1753791991,106805646
1753791992,106805647
1753791993,106805647
1753791994,106805648
1753791995,106805649
1753791996,106805650
1753791997,106805651
1753791998,106805652
1753791999,106805653
1753792000,106805654
1753792001,106805655
1753792002,106805656
1753792003,106805657
1753792004,106805658
1753792005,106805659
1753792006,106805660
1753792007,106805661
1753792008,106805662
1753792009,106805663
1753792010,106805664
1753792011,106805665
1753792012,106805666
1753792013,106805667
1753792014,106805668
1753792015,106805669
1753792016,106805670
1753792017,106805671
1753792018,106805672
1753792019,106805673
1753792020,106805674
1753792021,106805675
1753792022,106805676
1753792023,106805677
1753792024,106805678
1753792025,106805679
1753792026,106805680
1753792027,106805681
1753792028,106805682
1753792029,106805683
1753792030,106805684
1753792031,106805685
1753792032,106805686
1753792033,106805687
1753792034,106805688
1753792035,106805689
1753792036,106805690
1753792037,106805691
1753792038,106805692
1753792039,106805693
1753792040,106805694
1753792041,106805695
1753792042,106805696
1753792043,106805697
1753792044,106805698
1753792045,106805699
1753792046,106805700
1753792047,106805700
1753792048,106805701
1753792049,106805702
1753792050,106805703
1753792051,106805704
1753792052,106805705
1753792053,106805706
1753792054,106805707
1753792055,106805708
1753792056,106805709
1753792057,106805710
1753792058,106805711
1753792059,106805712
1753792060,106805713
1753792061,106805713
1753792062,106805714
1753792063,106805715
1753792064,106805716
1753792065,106805717
1753792066,106805718
1753792067,106805719
1753792068,106805720
1753792069,106805721
1753792070,106805721
1753792071,106805722
1753792072,106805723
1753792073,106805724
1753792074,106805725
1753792075,106805726
1753792076,106805726
1753792077,106805727
1753792078,106805727
1753792079,106805728
1753792080,106805729
1753792081,106805730
1753792082,106805731
1753792083,106805732
1753792084,106805732
1753792085,106805733
1753792086,106805733
1753792087,106805734
1753792088,106805734
1753792089,106805735
1753792090,106805736
1753792091,106805736
1753792092,106805737
1753792093,106805737
1753792094,106805738
1753792095,106805739
1753792096,106805739
1753792097,106805739
1753792098,106805739
1753792099,106805740
1753792100,106805740
1753792101,106805741
1753792102,106805742
1753792103,106805742
1753792104,106805743
1753792105,106805744
1753792106,106805745
1753792107,106805746
1753792108,106805747
1753792109,106805748
1753792110,106805749
1753792111,106805750
1753792112,106805751
1753792113,106805752
1753792114,106805752
1753792115,106805753
1753792116,106805754
1753792117,106805755
1753792118,106805755
1753792119,106805756
1753792120,106805757
1753792121,106805758
1753792122,106805759
1753792123,106805759
1753792124,106805760
1753792125,106805761
1753792126,106805761
1753792127,106805762
1753792128,106805763
1753792129,106805764
1753792130,106805764
1753792131,106805765
1753792132,106805766
1753792133,106805766
1753792134,106805767
1753792135,106805768
1753792136,106805769
1753792137,106805770
1753792138,106805771
1753792139,106805771
1753792140,106805772
1753792141,106805773
1753792142,106805773
1753792143,106805773
1753792144,106805774
1753792145,106805775
1753792146,106805775
1753792147,106805776
1753792148,106805777
1753792149,106805777
1753792150,106805778
1753792151,106805778
1753792152,106805779
1753792153,106805780
1753792154,106805781
1753792155,106805782
1753792156,106805783
1753792157,106805784
1753792158,106805785
1753792159,106805786
1753792160,106805787
1753792161,106805788
1753792162,106805789
1753792163,106805790
1753792164,106805791
1753792165,106805792
1753792166,106805793
1753792167,106805794
1753792168,106805795
1753792169,106805796
1753792170,106805797
1753792171,106805798
1753792172,106805799
1753792173,106805800
1753792174,106805801
1753792175,106805802
1753792176,106805803
1753792177,106805804
1753792178,106805805
1753792179,106805806
1753792180,106805807
1753792181,106805808
1753792182,106805809
1753792183,106805809
1753792184,106805810
1753792185,106805811
1753792186,106805811
1753792187,106805812
1753792188,106805813
1753792189,106805814
1753792190,106805815
1753792191,106805816
1753792192,106805817
1753792193,106805818
1753792194,106805819
1753792195,106805820
1753792196,106805821
1753792197,106805822
1753792198,106805822
1753792199,106805823
1753792200,106805823
1753792201,106805824
1753792202,106805825
1753792203,106805826
1753792204,106805827
1753792205,106805828
1753792206,106805829
1753792207,106805830
1753792208,106805831
