ID_LOAN,CLOSED_FL
1753790826,1
1753790827,1
1753790828,1
1753790829,1
1753790830,1
1753790831,1
1753790832,1
1753790833,1
1753790834,1
1753790835,1
1753790836,1
1753790837,1
1753790838,1
1753790839,1
1753790840,0
1753790841,1
1753790842,1
1753790843,1
1753790844,1
1753790845,1
1753790846,1
1753790847,1
1753790848,1
1753790849,1
1753790850,1
1753790851,0
1753790852,1
1753790853,1
1753790854,0
1753790855,0
1753790856,1
1753790857,1
1753790858,1
1753790859,1
1753790860,1
1753790861,1
1753790862,1
1753790863,1
1753790864,1
1753790865,1
1753790866,1
1753790867,1
1753790868,1
1753790869,1
1753790870,1
1753790871,1
1753790872,1
1753790873,1
1753790874,1
1753790875,1
1753790876,1
1753790877,1
1753790878,0
1753790879,1
1753790880,1
1753790881,1
1753790882,1
1753790883,1
1753790884,1
1753790885,1
1753790886,1
1753790887,1
1753790888,1
1753790889,1
1753790890,1
1753790891,1
1753790892,1
1753790893,1
1753790894,1
1753790895,1
1753790896,1
1753790897,1
1753790898,1
1753790899,1
1753790900,1
1753790901,1
1753790902,1
1753790903,1
1753790904,1
1753790905,1
1753790906,1
1753790907,1
1753790908,1
1753790909,1
1753790910,1
1753790911,1
1753790912,1
1753790913,1
1753790914,1
1753790915,1
1753790916,1
1753790917,1
1753790918,1
1753790919,1
1753790920,1
1753790921,0
1753790922,1
1753790923,1
1753790924,1
1753790925,1
1753790926,1
1753790927,1
1753790928,1
1753790929,1
1753790930,0
1753790931,1
1753790932,1
1753790933,1
1753790934,1
1753790935,0
1753790936,1
1753790937,1
1753790938,1
1753790939,1
1753790940,1
1753790941,1
1753790942,1
1753790943,0
1753790944,1
1753790945,1
1753790946,1
1753790947,1
1753790948,1
1753790949,1
1753790950,1
1753790951,1
1753790952,1
1753790953,1
1753790954,1
1753790955,1
1753790956,1
1753790957,1
1753790958,1
1753790959,1
1753790960,1
1753790961,1
1753790962,1
1753790963,1
1753790964,1
1753790965,0
1753790966,1
1753790967,1
1753790968,1
1753790969,1
1753790970,1
1753790971,1
1753790972,1
1753790973,1
1753790974,1
1753790975,0
1753790976,1
1753790977,1
1753790978,1
1753790979,1
1753790980,1
1753790981,1
1753790982,1
1753790983,1
1753790984,1
1753790985,1
1753790986,1
1753790987,1
1753790988,1
1753790989,1
1753790990,1
1753790991,1
1753790992,1
1753790993,1
1753790994,1
1753790995,1
1753790996,1
1753790997,1
1753790998,1
1753790999,1
1753791000,1
1753791001,1
1753791002,1
1753791003,0
1753791004,1
1753791005,1
1753791006,1
1753791007,1
1753791008,1
1753791009,1
1753791010,1
1753791011,0
1753791012,0
1753791013,0
1753791014,1
1753791015,0
1753791016,0
1753791017,1
1753791018,1
1753791019,0
1753791020,0
1753791021,0
1753791022,0
1753791023,0
1753791024,0
1753791025,0
1753791026,0
1753791027,0
1753791028,0
1753791029,1
1753791030,0
1753791031,0
1753791032,0
1753791033,1
1753791034,0
1753791035,1
1753791036,0
1753791037,0
1753791038,0
1753791039,0
1753791040,0
1753791041,0
1753791042,0
1753791043,0
1753791044,0
1753791045,0
1753791046,0
1753791047,0
1753791048,0
1753791049,0
1753791050,0
1753791051,0
1753791052,0
1753791053,0
1753791054,1
1753791055,0
1753791056,1
1753791057,1
1753791058,0
1753791059,0
1753791060,0
1753791061,0
1753791062,0
1753791063,1
1753791064,0
1753791065,1
1753791066,0
1753791067,0
1753791068,0
1753791069,0
1753791070,0
1753791071,0
1753791072,1
1753791073,0
1753791074,0
1753791075,0
1753791076,0
1753791077,0
1753791078,1
1753791079,0
1753791080,0
1753791081,0
1753791082,1
1753791083,1
1753791084,1
1753791085,1
1753791086,0
1753791087,0
1753791088,0
1753791089,0
1753791090,0
1753791091,0
1753791092,0
1753791093,0
1753791094,1
1753791095,0
1753791096,0
1753791097,0
1753791098,0
1753791099,0
1753791100,0
1753791101,0
1753791102,0
1753791103,0
1753791104,0
1753791105,0
1753791106,0
1753791107,1
1753791108,0
1753791109,0
1753791110,0
1753791111,0
1753791112,0
1753791113,0
1753791114,0
1753791115,0
1753791116,0
1753791117,0
1753791118,0
1753791119,0
1753791120,1
1753791121,0
1753791122,0
1753791123,0
1753791124,0
1753791125,1
1753791126,0
1753791127,0
1753791128,0
1753791129,0
1753791130,0
1753791131,0
1753791132,0
1753791133,1
1753791134,0
1753791135,0
1753791136,0
1753791137,0
1753791138,0
1753791139,1
1753791140,0
1753791141,1
1753791142,0
1753791143,1
1753791144,0
1753791145,0
1753791146,0
1753791147,0
1753791148,0
1753791149,1
1753791150,0
1753791151,0
1753791152,1
1753791153,0
1753791154,0
1753791155,1
1753791156,0
1753791157,0
1753791158,1
1753791159,0
1753791160,0
1753791161,0
1753791162,0
1753791163,0
1753791164,0
1753791165,0
1753791166,1
1753791167,1
1753791168,0
1753791169,0
1753791170,0
1753791171,0
1753791172,0
1753791173,0
1753791174,0
1753791175,0
1753791176,0
1753791177,0
1753791178,0
1753791179,1
1753791180,0
1753791181,0
1753791182,0
1753791183,0
1753791184,0
1753791185,0
1753791186,0
1753791187,0
1753791188,1
1753791189,1
1753791190,0
1753791191,0
1753791192,1
1753791193,0
1753791194,0
1753791195,0
1753791196,1
1753791197,1
1753791198,1
1753791199,0
1753791200,0
1753791201,0
1753791202,1
1753791203,0
1753791204,0
1753791205,1
1753791206,0
1753791207,0
1753791208,0
1753791209,0
1753791210,0
1753791211,0
1753791212,1
1753791213,0
1753791214,0
1753791215,0
1753791216,1
1753791217,1
1753791218,0
1753791219,0
1753791220,0
1753791221,0
1753791222,1
1753791223,0
1753791224,0
1753791225,0
1753791226,0
1753791227,1
1753791228,0
1753791229,1
1753791230,0
1753791231,1
1753791232,1
1753791233,0
1753791234,0
1753791235,0
1753791236,1
1753791237,0
1753791238,0
1753791239,0
1753791240,0
1753791241,0
1753791242,0
1753791243,0
1753791244,0
1753791245,0
1753791246,0
1753791247,1
1753791248,0
1753791249,0
1753791250,0
1753791251,0
1753791252,1
1753791253,1
1753791254,0
1753791255,0
1753791256,0
1753791257,1
1753791258,0
1753791259,0
1753791260,0
1753791261,0
1753791262,0
1753791263,0
1753791264,0
1753791265,0
1753791266,1
1753791267,0
1753791268,0
1753791269,0
1753791270,0
1753791271,0
1753791272,1
1753791273,0
1753791274,0
1753791275,0
1753791276,1
1753791277,0
1753791278,0
1753791279,0
1753791280,1
1753791281,0
1753791282,0
1753791283,1
1753791284,0
1753791285,0
1753791286,1
1753791287,0
1753791288,1
1753791289,0
1753791290,0
1753791291,0
1753791292,0
1753791293,0
1753791294,0
1753791295,0
1753791296,0
1753791297,0
1753791298,1
1753791299,0
1753791300,0
1753791301,0
1753791302,1
1753791303,0
1753791304,0
1753791305,1
1753791306,1
1753791307,0
1753791308,0
1753791309,0
1753791310,0
1753791311,1
1753791312,0
1753791313,1
1753791314,0
1753791315,0
1753791316,1
1753791317,0
1753791318,0
1753791319,0
1753791320,0
1753791321,0
1753791322,0
1753791323,0
1753791324,0
1753791325,1
1753791326,0
1753791327,0
1753791328,0
1753791329,0
1753791330,0
1753791331,0
1753791332,0
1753791333,0
1753791334,0
1753791335,0
1753791336,0
1753791337,0
1753791338,1
1753791339,1
1753791340,0
1753791341,0
1753791342,0
1753791343,0
1753791344,0
1753791345,0
1753791346,0
1753791347,0
1753791348,0
1753791349,1
1753791350,0
1753791351,0
1753791352,0
1753791353,0
1753791354,0
1753791355,0
1753791356,0
1753791357,0
1753791358,0
1753791359,0
1753791360,0
1753791361,0
1753791362,0
1753791363,0
1753791364,0
1753791365,0
1753791366,1
1753791367,1
1753791368,0
1753791369,0
1753791370,0
1753791371,0
1753791372,0
1753791373,1
1753791374,0
1753791375,0
1753791376,0
1753791377,0
1753791378,0
1753791379,1
1753791380,0
1753791381,0
1753791382,0
1753791383,0
1753791384,0
1753791385,0
1753791386,0
1753791387,0
1753791388,0
1753791389,1
1753791390,0
1753791391,0
1753791392,0
1753791393,0
1753791394,0
1753791395,0
1753791396,0
1753791397,1
1753791398,0
1753791399,0
1753791400,0
1753791401,0
1753791402,0
1753791403,0
1753791404,0
1753791405,0
1753791406,0
1753791407,0
1753791408,0
1753791409,1
1753791410,0
1753791411,0
1753791412,0
1753791413,0
1753791414,1
1753791415,0
1753791416,0
1753791417,0
1753791418,0
1753791419,1
1753791420,0
1753791421,0
1753791422,0
1753791423,0
1753791424,0
1753791425,0
1753791426,0
1753791427,0
1753791428,0
1753791429,0
1753791430,0
1753791431,0
1753791432,0
1753791433,0
1753791434,0
1753791435,0
1753791436,0
1753791437,0
1753791438,0
1753791439,0
1753791440,0
1753791441,0
1753791442,1
1753791443,1
1753791444,0
1753791445,0
1753791446,0
1753791447,0
1753791448,0
1753791449,0
1753791450,0
1753791451,0
1753791452,0
1753791453,0
1753791454,0
1753791455,0
1753791456,0
1753791457,0
1753791458,0
1753791459,1
1753791460,0
1753791461,1
1753791462,0
1753791463,0
1753791464,0
1753791465,0
1753791466,0
1753791467,0
1753791468,1
1753791469,0
1753791470,1
1753791471,0
1753791472,0
1753791473,0
1753791474,0
1753791475,1
1753791476,0
1753791477,0
1753791478,0
1753791479,0
1753791480,0
1753791481,0
1753791482,0
1753791483,0
1753791484,0
1753791485,0
1753791486,0
1753791487,0
1753791488,0
1753791489,0
1753791490,0
1753791491,0
1753791492,1
1753791493,0
1753791494,0
1753791495,0
1753791496,1
1753791497,0
1753791498,0
1753791499,0
1753791500,0
1753791501,0
1753791502,0
1753791503,0
1753791504,0
1753791505,0
1753791506,0
1753791507,0
1753791508,0
1753791509,0
1753791510,0
1753791511,0
1753791512,0
1753791513,0
1753791514,0
1753791515,0
1753791516,0
1753791517,0
1753791518,0
1753791519,0
1753791520,0
1753791521,1
1753791522,0
1753791523,0
1753791524,1
1753791525,0
1753791526,0
1753791527,0
1753791528,1
1753791529,0
1753791530,0
1753791531,0
1753791532,1
1753791533,0
1753791534,0
1753791535,0
1753791536,1
1753791537,0
1753791538,0
1753791539,0
1753791540,0
1753791541,0
1753791542,0
1753791543,0
1753791544,0
1753791545,0
1753791546,0
1753791547,0
1753791548,0
1753791549,0
1753791550,0
1753791551,0
1753791552,0
1753791553,0
1753791554,1
1753791555,0
1753791556,1
1753791557,0
1753791558,0
1753791559,1
1753791560,0
1753791561,0
1753791562,0
1753791563,0
1753791564,0
1753791565,1
1753791566,0
1753791567,0
1753791568,0
1753791569,0
1753791570,0
1753791571,0
1753791572,0
1753791573,0
1753791574,0
1753791575,0
1753791576,0
1753791577,0
1753791578,0
1753791579,0
1753791580,0
1753791581,0
1753791582,0
1753791583,0
1753791584,0
1753791585,1
1753791586,1
1753791587,1
1753791588,1
1753791589,0
1753791590,0
1753791591,0
1753791592,0
1753791593,0
1753791594,0
1753791595,0
1753791596,0
1753791597,1
1753791598,0
1753791599,0
1753791600,0
1753791601,0
1753791602,0
1753791603,1
1753791604,0
1753791605,0
1753791606,0
1753791607,0
1753791608,0
1753791609,0
1753791610,0
1753791611,0
1753791612,0
1753791613,0
1753791614,0
1753791615,0
1753791616,0
1753791617,0
1753791618,0
1753791619,0
1753791620,0
1753791621,1
1753791622,0
1753791623,0
1753791624,0
1753791625,0
1753791626,0
1753791627,0
1753791628,0
1753791629,0
1753791630,0
1753791631,0
1753791632,0
1753791633,0
1753791634,0
1753791635,0
1753791636,0
1753791637,0
1753791638,0
1753791639,0
1753791640,0
1753791641,0
1753791642,0
1753791643,0
1753791644,0
1753791645,0
1753791646,0
1753791647,0
1753791648,0
1753791649,0
1753791650,0
1753791651,0
1753791652,0
1753791653,0
1753791654,0
1753791655,0
1753791656,0
1753791657,0
1753791658,0
1753791659,0
1753791660,0
1753791661,1
1753791662,0
1753791663,0
1753791664,0
1753791665,0
1753791666,0
1753791667,0
1753791668,0
1753791669,0
1753791670,0
1753791671,0
1753791672,0
1753791673,0
1753791674,0
1753791675,0
1753791676,0
1753791677,0
1753791678,0
1753791679,0
1753791680,0
1753791681,0
1753791682,0
1753791683,0
1753791684,0
1753791685,0
1753791686,0
1753791687,0
1753791688,0
1753791689,0
1753791690,0
1753791691,0
1753791692,0
1753791693,0
1753791694,0
1753791695,0
1753791696,0
1753791697,0
1753791698,0
1753791699,0
1753791700,0
1753791701,0
1753791702,0
1753791703,0
1753791704,0
1753791705,0
1753791706,0
1753791707,0
1753791708,0
1753791709,0
1753791710,0
1753791711,0
1753791712,0
1753791713,0
1753791714,0
1753791715,0
1753791716,0
1753791717,0
1753791718,0
1753791719,0
1753791720,0
1753791721,0
1753791722,0
1753791723,0
1753791724,0
1753791725,0
1753791726,0
1753791727,0
1753791728,0
1753791729,0
1753791730,0
1753791731,0
1753791732,0
1753791733,0
1753791734,0
1753791735,0
1753791736,0
1753791737,0
1753791738,0
1753791739,0
1753791740,0
1753791741,0
1753791742,0
1753791743,0
1753791744,0
1753791745,0
1753791746,0
1753791747,0
1753791748,0
1753791749,0
1753791750,0
1753791751,0
1753791752,0
1753791753,0
1753791754,0
1753791755,0
1753791756,0
1753791757,0
1753791758,0
1753791759,0
1753791760,0
1753791761,0
1753791762,0
1753791763,0
1753791764,0
1753791765,0
1753791766,0
1753791767,0
1753791768,0
1753791769,0
1753791770,0
1753791771,0
1753791772,0
1753791773,0
1753791774,0
1753791775,0
1753791776,0
1753791777,0
1753791778,0
1753791779,0
1753791780,1
1753791781,0
1753791782,0
1753791783,0
1753791784,0
1753791785,0
1753791786,0
1753791787,0
1753791788,0
1753791789,0
1753791790,0
1753791791,0
1753791792,0
1753791793,0
1753791794,0
1753791795,0
1753791796,0
1753791797,0
1753791798,0
1753791799,0
1753791800,0
1753791801,0
1753791802,0
1753791803,0
1753791804,0
1753791805,0
1753791806,0
1753791807,0
1753791808,0
1753791809,0
1753791810,0
1753791811,0
1753791812,0
1753791813,0
1753791814,0
1753791815,0
1753791816,0
1753791817,0
1753791818,0
1753791819,0
1753791820,0
1753791821,0
1753791822,0
1753791823,0
1753791824,0
1753791825,0
1753791826,0
1753791827,0
1753791828,0
1753791829,0
1753791830,0
1753791831,0
1753791832,0
1753791833,0
1753791834,0
1753791835,0
1753791836,0
1753791837,0
1753791838,0
1753791839,0
1753791840,0
1753791841,0
1753791842,0
1753791843,0
1753791844,0
1753791845,0
1753791846,0
1753791847,0
1753791848,0
1753791849,0
1753791850,0
1753791851,0
1753791852,0
1753791853,0
1753791854,0
1753791855,0
1753791856,0
1753791857,0
1753791858,0
1753791859,1
1753791860,0
1753791861,0
1753791862,0
1753791863,1
1753791864,0
1753791865,1
1753791866,0
1753791867,0
1753791868,0
1753791869,0
1753791870,1
1753791871,0
1753791872,0
1753791873,1
1753791874,0
1753791875,0
1753791876,0
1753791877,0
1753791878,0
1753791879,0
1753791880,0
1753791881,0
1753791882,0
1753791883,0
1753791884,0
1753791885,0
1753791886,0
1753791887,0
1753791888,0
1753791889,0
1753791890,0
1753791891,0
1753791892,0
1753791893,0
1753791894,0
1753791895,0
1753791896,0
1753791897,0
1753791898,0
1753791899,0
1753791900,0
1753791901,0
1753791902,0
1753791903,0
1753791904,0
1753791905,0
1753791906,0
1753791907,0
1753791908,0
1753791909,0
1753791910,0
1753791911,0
1753791912,0
1753791913,0
1753791914,0
1753791915,0
1753791916,0
1753791917,0
1753791918,0
1753791919,0
1753791920,0
1753791921,0
1753791922,0
1753791923,0
1753791924,0
1753791925,0
1753791926,0
1753791927,0
1753791928,0
1753791929,0
1753791930,0
1753791931,0
1753791932,0
1753791933,0
1753791934,0
1753791935,0
1753791936,0
1753791937,0
1753791938,0
1753791939,0
1753791940,0
1753791941,0
1753791942,0
1753791943,0
1753791944,0
1753791945,0
1753791946,0
1753791947,0
1753791948,0
1753791949,0
1753791950,0
1753791951,0
1753791952,0
1753791953,0
1753791954,1
1753791955,1
1753791956,0
1753791957,0
1753791958,1
1753791959,1
1753791960,0
1753791961,1
1753791962,0
1753791963,1
1753791964,0
1753791965,0
1753791966,0
1753791967,1
1753791968,0
1753791969,0
1753791970,0
1753791971,0
1753791972,0
1753791973,0
1753791974,0
1753791975,0
1753791976,0
1753791977,0
1753791978,0
1753791979,0
1753791980,0
1753791981,0
1753791982,1
1753791983,0
1753791984,0
1753791985,0
1753791986,0
1753791987,1
1753791988,0
1753791989,0
1753791990,0
1753791991,0
1753791992,0
1753791993,0
1753791994,0
1753791995,0
1753791996,0
1753791997,0
1753791998,0
1753791999,0
1753792000,0
1753792001,0
1753792002,0
1753792003,0
1753792004,0
1753792005,0
1753792006,0
1753792007,1
1753792008,0
1753792009,0
1753792010,0
1753792011,0
1753792012,0
1753792013,0
1753792014,0
1753792015,0
1753792016,0
1753792017,0
1753792018,0
1753792019,0
1753792020,0
1753792021,0
1753792022,0
1753792023,0
1753792024,0
1753792025,0
1753792026,0
1753792027,0
1753792028,0
1753792029,0
1753792030,0
1753792031,0
1753792032,0
1753792033,0
1753792034,0
1753792035,0
1753792036,1
1753792037,1
1753792038,0
1753792039,1
1753792040,0
1753792041,0
1753792042,1
1753792043,1
1753792044,1
1753792045,0
1753792046,1
1753792047,0
1753792048,1
1753792049,1
1753792050,1
1753792051,1
1753792052,1
1753792053,1
1753792054,0
1753792055,1
1753792056,0
1753792057,0
1753792058,1
1753792059,0
1753792060,1
1753792061,1
1753792062,1
1753792063,1
1753792064,1
1753792065,1
1753792066,1
1753792067,1
1753792068,1
1753792069,1
1753792070,1
1753792071,1
1753792072,1
1753792073,1
1753792074,1
1753792075,1
1753792076,1
1753792077,0
1753792078,1
1753792079,1
1753792080,1
1753792081,1
1753792082,1
1753792083,0
1753792084,1
1753792085,1
1753792086,1
1753792087,0
1753792088,1
1753792089,1
1753792090,1
1753792091,0
1753792092,1
1753792093,0
1753792094,1
1753792095,0
1753792096,1
1753792097,1
1753792098,1
1753792099,0
1753792100,1
1753792101,1
1753792102,0
1753792103,1
1753792104,1
1753792105,1
1753792106,1
1753792107,1
1753792108,1
1753792109,1
1753792110,1
1753792111,1
1753792112,1
1753792113,1
1753792114,0
1753792115,1
1753792116,1
1753792117,0
1753792118,1
1753792119,1
1753792120,1
1753792121,1
1753792122,1
1753792123,1
1753792124,1
1753792125,1
1753792126,0
1753792127,1
1753792128,1
1753792129,0
1753792130,1
1753792131,1
1753792132,1
1753792133,1
1753792134,1
1753792135,1
1753792136,1
1753792137,1
1753792138,0
1753792139,1
1753792140,1
1753792141,1
1753792142,1
1753792143,1
1753792144,1
1753792145,1
1753792146,1
1753792147,1
1753792148,1
1753792149,1
1753792150,1
1753792151,1
1753792152,1
1753792153,1
1753792154,1
1753792155,1
1753792156,1
1753792157,1
1753792158,1
1753792159,1
1753792160,1
1753792161,1
1753792162,1
1753792163,1
1753792164,1
1753792165,1
1753792166,1
1753792167,1
1753792168,1
1753792169,1
1753792170,1
1753792171,1
1753792172,1
1753792173,1
1753792174,1
1753792175,1
1753792176,1
1753792177,1
1753792178,1
1753792179,1
1753792180,1
1753792181,1
1753792182,1
1753792183,1
1753792184,1
1753792185,1
1753792186,0
1753792187,1
1753792188,1
1753792189,1
1753792190,1
1753792191,1
1753792192,1
1753792193,1
1753792194,1
1753792195,1
1753792196,1
1753792197,1
1753792198,0
1753792199,0
1753792200,0
1753792201,1
1753792202,1
1753792203,1
1753792204,0
1753792205,0
1753792206,1
1753792207,1
1753792208,1
1753792209,1
1753792210,1
1753792211,1
1753792212,1
1753792213,1
1753792214,1
1753792215,1
1753792216,1
1753792217,1
1753792218,1
1753792219,1
1753792220,1
1753792221,1
1753792222,1
1753792223,1
1753792224,1
1753792225,1
1753792226,1
1753792227,1
1753792228,1
1753792229,1
1753792230,1
1753792231,1
1753792232,1
1753792233,1
1753792234,1
1753792235,1
1753792236,1
1753792237,1
1753792238,1
1753792239,1
1753792240,1
1753792241,1
1753792242,1
1753792243,1
1753792244,1
1753792245,1
1753792246,1
1753792247,1
1753792248,1
1753792249,1
1753792250,1
1753792251,1
1753792252,1
1753792253,1
1753792254,1
1753792255,1
1753792256,1
1753792257,1
1753792258,1
1753792259,1
1753792260,1
1753792261,1
1753792262,1
1753792263,1
1753792264,1
1753792265,1
1753792266,1
1753792267,1
1753792268,1
1753792269,1
1753792270,1
1753792271,1
1753792272,1
1753792273,1
1753792274,1
1753792275,1
1753792276,1
1753792277,1
1753792278,1
1753792279,1
1753792280,1
1753792281,1
1753792282,1
1753792283,1
1753792284,1
1753792285,1
1753792286,1
1753792287,1
1753792288,1
1753792289,1
1753792290,1
1753792291,1
1753792292,1
1753792293,1
1753792294,1
1753792295,1
1753792296,1
1753792297,1
1753792298,1
1753792299,1
1753792300,1
1753792301,0
1753792302,0
1753792303,0
1753792304,1
1753792305,1
1753792306,1
1753792307,1
1753792308,1
1753792309,1
1753792310,1
1753792311,1
1753792312,1
1753792313,1
1753792314,1
1753792315,1
1753792316,1
1753792317,1
1753792318,1
1753792319,1
1753792320,1
1753792321,1
1753792322,0
1753792323,0
1753792324,1
1753792325,1
1753792326,1
1753792327,1
1753792328,1
1753792329,1
1753792330,1
1753792331,1
1753792332,1
1753792333,1
1753792334,1
1753792335,1
1753792336,1
1753792337,1
1753792338,1
1753792339,1
1753792340,1
1753792341,1
1753792342,1
1753792343,1
1753792344,1
1753792345,1
1753792346,1
1753792347,1
1753792348,1
1753792349,1
1753792350,1
1753792351,1
1753792352,1
1753792353,1
1753792354,1
1753792355,1
1753792356,1
1753792357,1
1753792358,1
1753792359,1
1753792360,1
1753792361,1
1753792362,1
1753792363,1
1753792364,1
1753792365,1
1753792366,1
1753792367,1
1753792368,1
1753792369,1
1753792370,1
1753792371,1
1753792372,1
1753792373,1
1753792374,1
1753792375,1
1753792376,1
1753792377,1
1753792378,1
1753792379,1
1753792380,1
1753792381,1
1753792382,1
1753792383,1
1753792384,1
1753792385,1
1753792386,1
1753792387,1
1753792388,1
1753792389,1
1753792390,1
1753792391,1
1753792392,1
1753792393,1
1753792394,1
1753792395,1
1753792396,1
1753792397,1
1753792398,1
1753792399,1
1753792400,0
1753792401,0
1753792402,1
1753792403,1
1753792404,1
1753792405,1
1753792406,0
1753792407,1
1753792408,1
1753792409,0
1753792410,1
1753792411,1
1753792412,1
1753792413,1
1753792414,1
1753792415,0
1753792416,1
1753792417,0
1753792418,1
1753792419,1
1753792420,0
1753792421,1
1753792422,1
1753792423,1
1753792424,0
1753792425,0
1753792426,0
1753792427,1
1753792428,1
1753792429,1
1753792430,1
1753792431,1
1753792432,1
1753792433,0
1753792434,1
1753792435,1
1753792436,1
1753792437,0
1753792438,1
1753792439,1
1753792440,1
1753792441,0
1753792442,0
1753792443,1
1753792444,1
1753792445,0
1753792446,1
1753792447,1
1753792448,1
1753792449,1
1753792450,1
1753792451,1
1753792452,0
1753792453,1
1753792454,1
1753792455,0
1753792456,0
1753792457,0
1753792458,0
1753792459,0
1753792460,0
1753792461,0
1753792462,0
1753792463,0
1753792464,0
1753792465,1
1753792466,1
1753792467,0
1753792468,1
1753792469,1
1753792470,1
1753792471,1
1753792472,1
1753792473,1
1753792474,0
1753792475,1
1753792476,0
1753792477,1
1753792478,0
1753792479,1
1753792480,1
1753792481,1
1753792482,0
1753792483,1
1753792484,1
1753792485,1
1753792486,0
1753792487,1
1753792488,0
1753792489,1
1753792490,1
1753792491,1
1753792492,1
1753792493,1
1753792494,1
1753792495,1
1753792496,0
1753792497,0
1753792498,1
1753792499,1
1753792500,1
1753792501,1
1753792502,0
1753792503,1
1753792504,1
1753792505,1
1753792506,1
1753792507,0
1753792508,1
1753792509,0
1753792510,1
1753792511,1
1753792512,0
1753792513,1
1753792514,1
1753792515,1
1753792516,1
1753792517,1
1753792518,1
1753792519,1
1753792520,1
1753792521,0
1753792522,0
1753792523,0
1753792524,0
1753792525,1
1753792526,1
1753792527,0
1753792528,0
1753792529,0
1753792530,1
1753792531,0
1753792532,1
1753792533,0
1753792534,1
1753792535,0
1753792536,1
1753792537,1
1753792538,1
1753792539,0
1753792540,1
1753792541,1
1753792542,0
1753792543,1
1753792544,0
1753792545,0
1753792546,1
1753792547,1
1753792548,1
1753792549,0
1753792550,0
1753792551,1
1753792552,0
1753792553,1
1753792554,1
1753792555,1
1753792556,1
1753792557,1
1753792558,0
1753792559,0
1753792560,1
1753792561,1
1753792562,0
1753792563,1
1753792564,0
1753792565,0
1753792566,0
1753792567,1
1753792568,0
1753792569,0
1753792570,1
1753792571,0
1753792572,1
1753792573,1
1753792574,1
1753792575,1
1753792576,1
1753792577,1
1753792578,0
1753792579,0
1753792580,0
1753792581,1
1753792582,1
1753792583,1
1753792584,0
1753792585,0
1753792586,1
1753792587,0
1753792588,0
1753792589,1
1753792590,1
1753792591,1
1753792592,1
1753792593,1
1753792594,1
1753792595,1
1753792596,1
1753792597,1
1753792598,1
1753792599,1
1753792600,1
1753792601,1
1753792602,1
1753792603,0
1753792604,1
1753792605,1
1753792606,1
1753792607,1
1753792608,1
1753792609,1
1753792610,1
1753792611,1
1753792612,1
1753792613,1
1753792614,1
1753792615,1
1753792616,0
1753792617,1
1753792618,1
1753792619,1
1753792620,0
1753792621,0
1753792622,0
1753792623,1
1753792624,0
1753792625,1
1753792626,1
1753792627,1
1753792628,1
1753792629,1
1753792630,0
1753792631,1
1753792632,1
1753792633,1
1753792634,1
1753792635,1
1753792636,1
1753792637,1
1753792638,1
1753792639,1
1753792640,1
1753792641,1
1753792642,0
1753792643,1
1753792644,0
1753792645,1
1753792646,1
1753792647,1
1753792648,1
1753792649,1
1753792650,1
1753792651,1
1753792652,1
