AGREEMENT_RK,ID_CLIENT,TARGET
60039486,106804788,0
60039580,106804789,0
60039657,106804790,0
60039761,106804791,0
60039822,106804792,0
60040109,106804793,0
60040119,106804794,0
60040178,106804795,0
60040354,106804796,0
60040474,106804797,0
60040982,106804798,1
60041009,106804799,0
60041507,106804800,0
60041801,106804801,0
60042352,106804802,0
60042394,106804803,0
60042552,106804804,0
60042654,106804805,0
60043044,106804806,0
60043375,106804807,0
60043904,106804808,0
60043994,106804809,0
60044030,106804810,0
60044082,106804811,0
60044131,106804812,1
60044590,106804813,1
60044649,106804814,0
60044737,106804815,0
60044771,106804816,0
60044935,106804817,0
60044974,106804818,1
60045158,106804819,0
60045188,106804820,0
60045224,106804821,1
60045353,106804822,0
60045383,106804823,0
60045476,106804824,0
60045483,106804825,0
60045495,106804826,0
60045619,106804827,0
60045661,106804828,0
60045701,106804829,0
60045935,106804830,0
60046035,106804831,0
60046311,106804832,0
60046341,106804833,0
60046535,106804834,0
60047028,106804835,0
60047117,106804836,0
60047226,106804837,1
60047260,106804838,0
60047350,106804839,0
60047638,106804840,0
60047783,106804841,0
60047856,106804842,0
60048041,106804843,0
60048043,106804844,0
60048087,106804845,0
60048317,106804846,0
60048649,106804847,0
60049069,106804848,1
60049106,106804849,0
60049146,106804850,0
60049362,106804851,0
60049502,106804852,0
60049582,106804853,0
60049600,106804854,0
60049627,106804855,0
60049952,106804856,0
60050002,106804857,0
60050202,106804858,0
60050237,106804859,0
60050469,106804860,0
60050619,106804861,1
60050670,106804862,0
60050682,106804863,0
60050890,106804864,0
60050977,106804865,0
60050998,106804866,0
60051183,106804867,0
60051250,106804868,0
60051298,106804869,1
60051509,106804870,0
60051864,106804871,0
60051963,106804872,1
60052044,106804873,0
60052064,106804874,0
60052295,106804875,0
60052345,106804876,0
60052472,106804877,0
60052509,106804878,0
60052594,106804879,0
60052795,106804880,0
60052843,106804881,0
60053095,106804882,0
60053102,106804883,0
60053244,106804884,0
60053278,106804885,0
60053317,106804886,0
60053344,106804887,0
60053429,106804888,0
60053453,106804889,0
60053475,106804890,1
60053795,106804891,1
60053884,106804892,0
60053983,106804893,0
60054019,106804894,0
60054091,106804895,0
60054164,106804896,1
60054204,106804897,0
60054403,106804898,0
60054473,106804899,0
60054480,106804900,0
60054523,106804901,0
60054524,106804902,0
60054689,106804903,0
60055001,106804904,0
60055030,106804905,0
60055035,106804906,0
60055196,106804907,0
60055202,106804908,0
60055213,106804909,0
60055266,106804910,0
60055339,106804911,0
60055507,106804912,0
60055727,106804913,0
60055920,106804914,1
60056016,106804915,0
60056554,106804916,0
60056649,106804917,0
60056718,106804918,0
60056885,106804919,0
60057014,106804920,0
60057090,106804921,0
60057094,106804922,0
60057316,106804923,0
60057535,106804924,0
60057571,106804925,0
60057644,106804926,0
60057841,106804927,0
60057842,106804928,1
60057995,106804929,0
60058021,106804930,1
60058067,106804931,0
60058069,106804932,0
60058316,106804933,0
60058319,106804934,0
60058363,106804935,0
60058692,106804936,0
60058750,106804937,0
60059261,106804938,0
60059410,106804939,0
60059466,106804940,0
60059482,106804941,0
60059563,106804942,0
60059582,106804943,0
60059697,106804944,0
60059705,106804945,0
60059742,106804946,0
60059765,106804947,0
60059809,106804948,0
60059889,106804949,0
60060034,106804950,1
60060331,106804951,0
60060336,106804952,1
60060468,106804953,0
60060628,106804954,0
60060805,106804955,0
60060877,106804956,0
60060907,106804957,0
60060941,106804958,0
60061050,106804959,0
60061112,106804960,0
60061148,106804961,0
60061269,106804962,0
60061278,106804963,1
60061364,106804964,0
60061438,106804965,0
60061458,106804966,0
60061523,106804967,0
60061629,106804968,0
60061703,106804969,0
60061851,106804970,0
60061919,106804971,0
60061939,106804972,0
60062046,106804973,0
60083007,106804974,0
60083324,106804975,0
60083478,106804976,0
60083503,106804977,0
60083615,106804978,0
60083667,106804979,0
60083776,106804980,0
60083836,106804981,0
60084438,106804982,1
60084480,106804983,0
60084562,106804984,0
60084653,106804985,0
60084780,106804986,0
60084802,106804987,0
60084848,106804988,0
60085121,106804989,0
60085546,106804990,0
60085694,106804991,0
60085711,106804992,0
60085742,106804993,0
60086147,106804994,0
60086281,106804995,0
60086724,106804996,0
60086804,106804997,0
60086820,106804998,0
60086881,106804999,0
60086903,106805000,0
60087152,106805001,0
60087505,106805002,0
60087605,106805003,0
60087666,106805004,0
60087678,106805005,0
60087894,106805006,0
60087960,106805007,0
60087981,106805008,0
60087999,106805009,0
60088160,106805010,0
60088311,106805011,0
60088378,106805012,0
60088704,106805013,0
60088798,106805014,1
60089057,106805015,0
60089140,106805016,0
60089254,106805017,0
60089289,106805018,0
60089448,106805019,0
60089684,106805020,0
60089889,106805021,0
60089924,106805022,0
60090169,106805023,0
60090170,106805024,0
60090269,106805025,0
60090525,106805026,0
60090676,106805027,0
60090738,106805028,1
60090981,106805029,0
60091133,106805030,0
60091164,106805031,1
60091172,106805032,0
60091182,106805033,1
60091680,106805034,0
60091694,106805035,0
60091695,106805036,0
60091740,106805037,0
60091842,106805038,0
60091889,106805039,1
60091920,106805040,0
60091924,106805041,0
60091946,106805042,0
60092264,106805043,0
60092462,106805044,0
60092797,106805045,0
60093026,106805046,0
60093052,106805047,0
60093098,106805048,0
60093109,106805049,0
60093245,106805050,0
60093273,106805051,0
60093670,106805052,0
60093762,106805053,0
60093838,106805054,0
60093932,106805055,0
60094030,106805056,0
60094119,106805057,0
60094187,106805058,0
60094218,106805059,0
60094231,106805060,0
60094540,106805061,0
60094600,106805062,0
60094906,106805063,0
60095258,106805064,1
60095324,106805065,0
60095348,106805066,0
60095690,106805067,0
60095793,106805068,0
60095800,106805069,0
60095879,106805070,1
60095919,106805071,0
60095959,106805072,0
60095996,106805073,1
60096354,106805074,0
60096454,106805075,0
60096578,106805076,0
60096719,106805077,0
60096783,106805078,0
60096935,106805079,0
60097017,106805080,0
60097094,106805081,0
60097114,106805082,0
60097303,106805083,0
60097305,106805084,0
60097360,106805085,0
60097445,106805086,0
60097523,106805087,0
60097675,106805088,0
60097915,106805089,0
60098007,106805090,0
60098048,106805091,1
60098192,106805092,0
60098221,106805093,0
60098292,106805094,0
60098316,106805095,0
60098380,106805096,0
60098419,106805097,0
60098463,106805098,0
60098470,106805099,0
60098538,106805100,0
60098621,106805101,0
60098726,106805102,0
60099204,106805103,1
60099270,106805104,0
60099301,106805105,1
60099593,106805106,0
60099753,106805107,0
60099759,106805108,1
60099842,106805109,0
60099939,106805110,0
60099988,106805111,0
60100102,106805112,0
60100227,106805113,0
60100351,106805114,1
60100438,106805115,0
60100593,106805116,0
60100658,106805117,0
60100819,106805118,0
60100950,106805119,0
60101116,106805120,0
60101132,106805121,0
60101155,106805122,0
60101751,106805123,0
60101775,106805124,0
60102194,106805125,0
60102329,106805126,0
60102595,106805127,0
60102867,106805128,0
60102883,106805129,0
60102917,106805130,0
60103087,106805131,0
60103429,106805132,0
60104077,106805133,0
60104078,106805134,0
60104092,106805135,0
60104212,106805136,0
60104219,106805137,0
60104382,106805138,0
60104436,106805139,0
60104563,106805140,0
60104564,106805141,0
60104736,106805142,0
60104853,106805143,0
60105071,106805144,0
60105144,106805145,0
60105300,106805146,1
60105636,106805147,0
60105793,106805148,1
60105802,106805149,0
60105877,106805150,0
60106019,106805151,0
60106192,106805152,0
60106539,106805153,0
60106578,106805154,0
60106770,106805155,0
60106925,106805156,0
60107037,106805157,0
60107242,106805158,1
60107301,106805159,0
60107561,106805160,0
60107583,106805161,0
60107585,106805162,0
60107629,106805163,0
60107650,106805164,0
60107768,106805165,0
60107804,106805166,0
60107930,106805167,1
60108353,106805168,0
60108560,106805169,0
60108599,106805170,0
60108601,106805171,0
60108620,106805172,0
60108759,106805173,0
60108872,106805174,0
60108910,106805175,0
60109133,106805176,0
60109234,106805177,1
60109526,106805178,0
60109641,106805179,0
60109815,106805180,0
60109855,106805181,0
60109934,106805182,0
60110196,106805183,0
60110312,106805184,0
60110346,106805185,0
60110378,106805186,0
60110403,106805187,0
60110540,106805188,0
60110588,106805189,0
60110658,106805190,1
60110680,106805191,0
60110969,106805192,0
60111408,106805193,0
60111707,106805194,0
60111716,106805195,0
60111809,106805196,0
60111828,106805197,0
60111979,106805198,1
60112364,106805199,0
60112389,106805200,0
60112595,106805201,0
60112642,106805202,0
60112652,106805203,0
60112777,106805204,0
60112964,106805205,0
60112988,106805206,0
60113033,106805207,0
60113156,106805208,0
60113477,106805209,0
60113479,106805210,0
60113523,106805211,0
60113552,106805212,0
60113610,106805213,0
60113692,106805214,0
60113752,106805215,0
60113828,106805216,0
60113933,106805217,0
60114093,106805218,1
60114164,106805219,0
60114281,106805220,1
60114559,106805221,0
60114657,106805222,0
60114932,106805223,1
60115335,106805224,0
60115444,106805225,0
60115552,106805226,0
60115712,106805227,0
60115767,106805228,0
60115877,106805229,0
60116025,106805230,0
60116059,106805231,1
60116190,106805232,1
60116349,106805233,0
60116417,106805234,0
60116606,106805235,1
60116612,106805236,0
60116620,106805237,0
60116666,106805238,0
60116738,106805239,0
60117035,106805240,0
60117048,106805241,0
60117132,106805242,0
60117309,106805243,0
60117311,106805244,0
60117342,106805245,0
60117496,106805246,0
60117790,106805247,0
60117831,106805248,0
60117838,106805249,0
60117975,106805250,0
60118068,106805251,0
60118113,106805252,0
60118114,106805253,0
60118211,106805254,1
60118281,106805255,0
60118313,106805256,0
60118411,106805257,0
60118491,106805258,0
60118532,106805259,0
60185682,106805260,0
60185692,106805261,0
60185756,106805262,0
60185890,106805263,0
60186095,106805264,0
60186187,106805265,0
60186260,106805266,0
60186289,106805267,0
60186329,106805268,1
60186495,106805269,0
60186596,106805270,0
60186826,106805271,0
60187049,106805272,0
60187252,106805273,0
60187456,106805274,0
60187913,106805275,0
60188150,106805276,0
60188524,106805277,0
60189667,106805278,0
60189669,106805279,0
60190056,106805280,0
60190378,106805281,1
60190576,106805282,0
60191041,106805283,0
60191042,106805284,0
60191052,106805285,0
60191156,106805286,0
60191160,106805287,0
60192514,106805288,0
60193263,106805289,0
60193658,106805290,1
60193703,106805291,0
60193717,106805292,0
60193880,106805293,0
60194005,106805294,0
60377021,106805295,0
60377066,106805296,0
60377093,106805297,1
60377119,106805298,0
60377197,106805299,0
60377203,106805300,0
60377225,106805301,0
60377343,106805302,0
60377394,106805303,1
60377403,106805304,1
60377639,106805305,0
60377694,106805306,1
60377774,106805307,0
60378174,106805308,0
60378225,106805309,0
60378366,106805310,0
60378375,106805311,0
60378525,106805312,0
60378541,106805313,0
60378620,106805314,0
60378672,106805315,0
60378732,106805316,0
60378922,106805317,0
60378933,106805318,0
60379039,106805319,0
60379061,106805320,0
60379211,106805321,1
60379339,106805322,0
60379554,106805323,0
60379603,106805324,0
60379721,106805325,1
60379781,106805326,0
60380003,106805327,0
60380042,106805328,0
60380115,106805329,0
60380140,106805330,0
60380264,106805331,1
60380271,106805332,0
60380357,106805333,0
60380489,106805334,0
60380524,106805335,0
60380627,106805336,0
60380667,106805337,0
60380689,106805338,0
60380988,106805339,0
60381211,106805340,0
60381508,106805341,0
60381561,106805342,1
60381768,106805343,0
60381848,106805344,0
60381933,106805345,0
60382046,106805346,0
60382391,106805347,0
60382488,106805348,0
60382501,106805349,0
60382662,106805350,0
60382709,106805351,0
60382740,106805352,0
60382748,106805353,0
60382757,106805354,0
60382836,106805355,0
60382945,106805356,0
60383011,106805357,0
60383012,106805358,0
60383196,106805359,0
60383583,106805360,0
60383590,106805361,0
60383651,106805362,0
60383665,106805363,0
60383809,106805364,0
60383912,106805365,0
60383947,106805366,0
60384035,106805367,0
60384223,106805368,0
60384553,106805369,1
60384613,106805370,0
60384919,106805371,0
60385019,106805372,0
60385103,106805373,0
60385238,106805374,0
60385243,106805375,0
60385371,106805376,0
60385378,106805377,0
60385444,106805378,0
60385490,106805379,0
60385514,106805380,0
60385539,106805381,0
60385565,106805382,0
60385584,106805383,0
60385729,106805384,0
60385747,106805385,0
60385930,106805386,0
60385963,106805387,1
60386123,106805388,0
60386212,106805389,0
60386314,106805390,0
60386623,106805391,0
60386795,106805392,0
60386872,106805393,0
60386907,106805394,1
60387308,106805395,0
60387399,106805396,0
60387646,106805397,0
60387707,106805398,0
60387805,106805399,0
60387964,106805400,0
60387965,106805401,0
60387986,106805402,0
60388059,106805403,0
60388226,106805404,1
60388263,106805405,0
60388428,106805406,1
60388447,106805407,0
60388521,106805408,0
60388772,106805409,1
60389007,106805410,0
60389162,106805411,1
60389163,106805412,0
60389381,106805413,0
60389435,106805414,0
60389739,106805415,0
60389806,106805416,0
60389919,106805417,0
60389929,106805418,0
60390760,106805419,0
60390893,106805420,0
60390981,106805421,0
60390985,106805422,0
60391075,106805423,0
60391467,106805424,0
60391619,106805425,1
60391696,106805426,1
60391751,106805427,0
60391760,106805428,0
60391849,106805429,0
60391981,106805430,0
60392079,106805431,0
60392283,106805432,0
60392466,106805433,0
60392514,106805434,0
60392890,106805435,0
60393168,106805436,0
60393522,106805437,0
60394245,106805438,0
60394328,106805439,0
60394329,106805440,1
60394647,106805441,0
60394759,106805442,0
60394891,106805443,0
60394916,106805444,0
60395021,106805445,0
60395024,106805446,0
60395049,106805447,0
60395175,106805448,0
60395343,106805449,1
60395424,106805450,0
60395964,106805451,0
60396202,106805452,0
60396639,106805453,0
60396642,106805454,0
60396712,106805455,0
60396781,106805456,1
60397414,106805457,1
60397606,106805458,0
60397737,106805459,0
60398018,106805460,0
60398021,106805461,0
60398458,106805462,0
60398623,106805463,0
60398726,106805464,0
60399138,106805465,0
60399158,106805466,1
60399194,106805467,0
60399565,106805468,0
60399805,106805469,0
60399949,106805470,0
60399995,106805471,0
60400065,106805472,0
60400297,106805473,0
60400333,106805474,1
60400590,106805475,0
60400692,106805476,0
60400699,106805477,0
60400722,106805478,0
60400861,106805479,0
60401275,106805480,0
60401366,106805481,0
60401378,106805482,0
60401459,106805483,0
60401616,106805484,1
60401637,106805485,0
60401807,106805486,1
60401871,106805487,0
60401987,106805488,0
60402059,106805489,0
60402132,106805490,1
60402162,106805491,0
60402339,106805492,0
60402341,106805493,0
60402688,106805494,0
60402750,106805495,0
60402876,106805496,0
60403095,106805497,0
60403153,106805498,0
60442571,106805499,0
60442950,106805500,0
60443272,106805501,0
60443421,106805502,0
60443619,106805503,0
60443701,106805504,0
60443823,106805505,0
60443957,106805506,0
60443964,106805507,0
60444034,106805508,1
60444067,106805509,1
60444155,106805510,0
60444315,106805511,0
60444534,106805512,0
60444542,106805513,0
60444860,106805514,0
60444898,106805515,0
60445193,106805516,0
60445422,106805517,0
60445705,106805518,0
60445742,106805519,0
60445828,106805520,1
60446112,106805521,0
60446145,106805522,0
60446214,106805523,1
60446255,106805524,0
60446285,106805525,1
60446427,106805526,1
60446480,106805527,0
60446542,106805528,0
60446727,106805529,0
60447072,106805530,0
60447085,106805531,0
60447120,106805532,0
60447430,106805533,0
60447437,106805534,0
60447497,106805535,0
60447502,106805536,0
60447528,106805537,0
60447543,106805538,0
60447763,106805539,0
60447973,106805540,0
60448158,106805541,0
60448284,106805542,0
60448426,106805543,0
60448437,106805544,0
60448439,106805545,0
60448599,106805546,1
60448606,106805547,0
60448615,106805548,0
60448661,106805549,0
60448668,106805550,0
60448700,106805551,0
60448818,106805552,0
60448856,106805553,0
60448884,106805554,0
60448961,106805555,0
60448975,106805556,0
60448999,106805557,1
60449051,106805558,1
60449191,106805559,0
60449552,106805560,0
60449570,106805561,0
60449573,106805562,0
60449651,106805563,0
60449929,106805564,0
60449959,106805565,1
60449979,106805566,0
60450062,106805567,0
60450221,106805568,0
60450247,106805569,0
60450430,106805570,0
60450703,106805571,0
60450809,106805572,0
60450880,106805573,0
60450928,106805574,0
60451047,106805575,0
60451293,106805576,0
60451297,106805577,0
60451539,106805578,0
60451566,106805579,0
60451573,106805580,0
60451593,106805581,0
60451886,106805582,0
60451954,106805583,1
60452126,106805584,0
60452401,106805585,0
60452470,106805586,1
60452578,106805587,0
60452603,106805588,0
60452616,106805589,0
60452793,106805590,0
60452810,106805591,0
60452833,106805592,0
60452940,106805593,0
60452977,106805594,0
60453064,106805595,1
60453376,106805596,0
60453473,106805597,0
60453610,106805598,0
60453858,106805599,0
60453892,106805600,0
60454163,106805601,0
60454165,106805602,0
60454277,106805603,0
60454454,106805604,0
60454793,106805605,0
60454822,106805606,1
60454864,106805607,0
60454908,106805608,0
60455123,106805609,0
60455295,106805610,0
60455472,106805611,0
60455694,106805612,0
60455731,106805613,0
60455748,106805614,0
60455816,106805615,0
60455864,106805616,0
60455967,106805617,0
60456097,106805618,0
60456147,106805619,0
60456305,106805620,0
60456409,106805621,0
60456601,106805622,0
60456697,106805623,0
60456791,106805624,0
60456876,106805625,1
60456958,106805626,1
60457113,106805627,0
60457153,106805628,1
60457449,106805629,0
60457505,106805630,0
60457570,106805631,0
60457810,106805632,0
60458056,106805633,0
60458136,106805634,0
60458181,106805635,0
60458326,106805636,0
60458409,106805637,0
60458546,106805638,0
60458556,106805639,0
60458579,106805640,0
60458672,106805641,0
60458696,106805642,0
60458712,106805643,0
60459067,106805644,0
60459225,106805645,1
60459437,106805646,0
60459628,106805647,0
60459681,106805648,0
60459685,106805649,0
60459730,106805650,0
60459785,106805651,0
60459895,106805652,0
60460066,106805653,0
60460108,106805654,0
60460114,106805655,0
60460419,106805656,0
60460446,106805657,0
60460453,106805658,0
60460628,106805659,0
60460634,106805660,0
60460670,106805661,1
60460765,106805662,0
60460898,106805663,0
60460976,106805664,1
60461191,106805665,0
60461253,106805666,0
60461308,106805667,0
60461428,106805668,0
60461452,106805669,0
60461547,106805670,0
60461560,106805671,0
60461608,106805672,0
60461722,106805673,0
60461728,106805674,0
60461743,106805675,0
60461754,106805676,0
60461801,106805677,0
60461830,106805678,0
60461928,106805679,0
60461950,106805680,0
60461955,106805681,0
60461974,106805682,0
60462217,106805683,0
60462343,106805684,0
60462423,106805685,0
60462652,106805686,1
60463023,106805687,0
60463519,106805688,0
60463703,106805689,0
60463902,106805690,1
60464152,106805691,0
60464163,106805692,0
60464192,106805693,0
60464295,106805694,0
60464304,106805695,0
60464401,106805696,0
60464512,106805697,0
60464642,106805698,0
60464656,106805699,1
60465080,106805700,0
60465137,106805701,0
60465255,106805702,1
60465618,106805703,0
60465696,106805704,0
60465850,106805705,0
60465966,106805706,0
60466045,106805707,0
60466118,106805708,0
60466167,106805709,0
60466295,106805710,0
60466634,106805711,1
60466663,106805712,0
60466729,106805713,0
60467030,106805714,0
60467182,106805715,0
60467269,106805716,0
60467283,106805717,0
60467299,106805718,0
60467304,106805719,0
60467480,106805720,0
60467523,106805721,1
60467655,106805722,0
60467663,106805723,0
60467768,106805724,0
60467816,106805725,0
60467909,106805726,0
60467954,106805727,0
60468052,106805728,0
60468135,106805729,0
60468145,106805730,0
60468475,106805731,0
60468612,106805732,0
60468613,106805733,1
60468641,106805734,0
60468839,106805735,0
60469077,106805736,0
60469321,106805737,0
60469367,106805738,0
60469401,106805739,0
60469404,106805740,0
60469568,106805741,0
60469656,106805742,0
60469867,106805743,1
60470043,106805744,0
60470323,106805745,0
60470372,106805746,0
60470480,106805747,0
60471402,106805748,1
60471463,106805749,0
60471465,106805750,0
60471539,106805751,0
60471706,106805752,0
60471991,106805753,0
60472094,106805754,0
60472167,106805755,0
60472234,106805756,0
60472309,106805757,1
60472474,106805758,1
60472691,106805759,1
60472757,106805760,1
60472845,106805761,0
60472931,106805762,0
60473267,106805763,0
60473731,106805764,0
